0,0.275,0.032326,0.032326,0.025726,0.043898,0.039196,0.039495,0.028299,0.036347,0.031666
0.1,0.27232,0.032326,0.032456,0.025714,0.044118,0.039109,0.039491,0.028468,0.03641,0.031744
0.2,0.26965,0.032326,0.032601,0.025713,0.044347,0.039032,0.039497,0.028655,0.036486,0.031837
0.3,0.267,0.032326,0.03276,0.025723,0.044581,0.038963,0.039511,0.028857,0.036573,0.031942
0.4,0.26436,0.032326,0.03293,0.025743,0.044818,0.038901,0.039531,0.029075,0.036668,0.032058
0.5,0.26173,0.032326,0.033109,0.025772,0.045055,0.038843,0.039555,0.029305,0.036771,0.032185
0.6,0.25912,0.032326,0.033297,0.025808,0.045289,0.038789,0.039582,0.029548,0.03688,0.03232
0.7,0.25652,0.032326,0.03349,0.025851,0.045517,0.038738,0.039611,0.029802,0.036993,0.032462
0.8,0.25394,0.032326,0.033687,0.025899,0.045738,0.038687,0.03964,0.030066,0.037109,0.032611
0.9,0.25137,0.032326,0.033887,0.025953,0.04595,0.038637,0.039669,0.030339,0.037228,0.032765
1,0.24881,0.032326,0.034088,0.026011,0.046151,0.038586,0.039696,0.030619,0.037348,0.032925
1.1,0.24626,0.032326,0.034289,0.026072,0.04634,0.038535,0.03972,0.030906,0.037468,0.033088
1.2,0.24373,0.032326,0.034487,0.026136,0.046516,0.038481,0.039742,0.0312,0.037589,0.033255
1.3,0.24121,0.032326,0.034683,0.026202,0.046678,0.038425,0.03976,0.031498,0.037708,0.033425
1.4,0.23871,0.032326,0.034874,0.02627,0.046825,0.038365,0.039774,0.031802,0.037826,0.033597
1.5,0.23622,0.032326,0.035061,0.02634,0.046956,0.038303,0.039784,0.032108,0.037942,0.033771
1.6,0.23374,0.032326,0.035241,0.02641,0.047072,0.038237,0.039788,0.032418,0.038056,0.033947
1.7,0.23128,0.032326,0.035415,0.02648,0.047172,0.038168,0.039788,0.032731,0.038167,0.034123
1.8,0.22883,0.032326,0.035582,0.026551,0.047256,0.038094,0.039782,0.033045,0.038276,0.034301
1.9,0.22639,0.032326,0.035741,0.026621,0.047324,0.038017,0.039772,0.033361,0.038381,0.034479
2,0.22397,0.032326,0.035892,0.026692,0.047376,0.037935,0.039755,0.033677,0.038482,0.034658
2.1,0.22156,0.032326,0.036035,0.026762,0.047413,0.037849,0.039733,0.033994,0.03858,0.034836
2.2,0.21917,0.032326,0.036169,0.026831,0.047434,0.037759,0.039706,0.034311,0.038674,0.035015
2.3,0.21679,0.032326,0.036295,0.0269,0.04744,0.037665,0.039673,0.034628,0.038765,0.035193
2.4,0.21442,0.032326,0.036412,0.026969,0.047431,0.037567,0.039634,0.034944,0.038851,0.035371
2.5,0.21207,0.032326,0.036521,0.027037,0.047408,0.037465,0.039591,0.035258,0.038934,0.035548
2.6,0.20973,0.032326,0.036622,0.027105,0.047372,0.037358,0.039542,0.035572,0.039012,0.035725
2.7,0.2074,0.032326,0.036714,0.027172,0.047322,0.037248,0.039487,0.035884,0.039087,0.035901
2.8,0.20509,0.032326,0.036798,0.027239,0.047259,0.037135,0.039428,0.036193,0.039157,0.036076
2.9,0.2028,0.032326,0.036874,0.027306,0.047184,0.037018,0.039363,0.036501,0.039223,0.03625
3,0.20051,0.032326,0.036943,0.027373,0.047097,0.036897,0.039294,0.036806,0.039286,0.036423
3.1,0.19824,0.032326,0.037005,0.027441,0.046999,0.036773,0.03922,0.037108,0.039344,0.036595
3.2,0.19599,0.032326,0.03706,0.027509,0.04689,0.036646,0.039142,0.037408,0.039398,0.036766
3.3,0.19375,0.032326,0.037108,0.027578,0.046771,0.036517,0.039059,0.037705,0.039449,0.036936
3.4,0.19152,0.032326,0.03715,0.027648,0.046642,0.036384,0.038972,0.037998,0.039495,0.037104
3.5,0.18931,0.032326,0.037186,0.027719,0.046504,0.036249,0.038881,0.038288,0.039538,0.037272
3.6,0.18711,0.032326,0.037216,0.027791,0.046357,0.036111,0.038786,0.038574,0.039577,0.037438
3.7,0.18493,0.032326,0.037242,0.027865,0.046203,0.035972,0.038687,0.038857,0.039612,0.037603
3.8,0.18276,0.032326,0.037262,0.027941,0.04604,0.03583,0.038585,0.039135,0.039643,0.037766
3.9,0.1806,0.032326,0.037278,0.02802,0.045871,0.035686,0.03848,0.03941,0.039671,0.037928
4,0.17846,0.032326,0.037289,0.028101,0.045695,0.035541,0.038371,0.03968,0.039696,0.038089
4.1,0.17634,0.032326,0.037297,0.028184,0.045512,0.035394,0.038259,0.039947,0.039717,0.038249
4.2,0.17423,0.032326,0.037302,0.028271,0.045323,0.035245,0.038144,0.040208,0.039735,0.038407
4.3,0.17213,0.032326,0.037302,0.02836,0.04513,0.035096,0.038027,0.040466,0.039749,0.038563
4.4,0.17004,0.032326,0.0373,0.028453,0.044931,0.034945,0.037907,0.040718,0.03976,0.038719
4.5,0.16798,0.032326,0.037295,0.02855,0.044727,0.034793,0.037785,0.040966,0.039769,0.038873
4.6,0.16592,0.032326,0.037287,0.028651,0.044519,0.034641,0.03766,0.041209,0.039774,0.039025
4.7,0.16388,0.032326,0.037276,0.028756,0.044307,0.034487,0.037533,0.041447,0.039776,0.039176
4.8,0.16186,0.032326,0.037263,0.028865,0.044092,0.034334,0.037405,0.041679,0.039775,0.039325
4.9,0.15985,0.032326,0.037248,0.028979,0.043873,0.034179,0.037274,0.041907,0.039772,0.039473
5,0.15785,0.032326,0.03723,0.029097,0.043651,0.034025,0.037142,0.042128,0.039765,0.039619
5.1,0.15587,0.032326,0.03721,0.02922,0.043426,0.03387,0.037008,0.042345,0.039756,0.039764
5.2,0.15391,0.032326,0.037187,0.029349,0.043199,0.033715,0.036872,0.042555,0.039745,0.039907
5.3,0.15196,0.032326,0.037162,0.029482,0.04297,0.03356,0.036736,0.042759,0.039731,0.040049
5.4,0.15002,0.032326,0.037135,0.02962,0.042739,0.033405,0.036598,0.042958,0.039714,0.040189
5.5,0.1481,0.032326,0.037105,0.029764,0.042506,0.03325,0.036458,0.04315,0.039695,0.040327
5.6,0.14619,0.032326,0.037073,0.029913,0.042272,0.033096,0.036318,0.043336,0.039673,0.040464
5.7,0.1443,0.032326,0.037039,0.030067,0.042037,0.032942,0.036177,0.043515,0.039649,0.040599
5.8,0.14243,0.032326,0.037003,0.030227,0.0418,0.032788,0.036034,0.043688,0.039623,0.040732
5.9,0.14057,0.032326,0.036964,0.030393,0.041563,0.032635,0.035892,0.043854,0.039595,0.040864
6,0.13872,0.032326,0.036923,0.030563,0.041325,0.032482,0.035748,0.044014,0.039565,0.040993
6.1,0.13689,0.032326,0.036879,0.030739,0.041087,0.03233,0.035604,0.044166,0.039532,0.041121
6.2,0.13507,0.032326,0.036833,0.030921,0.040848,0.032179,0.035459,0.044312,0.039497,0.041247
6.3,0.13327,0.032326,0.036785,0.031108,0.040609,0.032028,0.035314,0.04445,0.039461,0.041371
6.4,0.13149,0.032326,0.036734,0.0313,0.04037,0.031879,0.035168,0.044581,0.039423,0.041493
6.5,0.12972,0.032326,0.036681,0.031498,0.040131,0.03173,0.035022,0.044705,0.039382,0.041614
6.6,0.12796,0.032326,0.036626,0.0317,0.039893,0.031582,0.034876,0.044822,0.03934,0.041732
6.7,0.12622,0.032326,0.036568,0.031908,0.039655,0.031435,0.03473,0.044931,0.039296,0.041849
6.8,0.1245,0.032326,0.036508,0.03212,0.039417,0.031289,0.034584,0.045033,0.039251,0.041963
6.9,0.12279,0.032326,0.036446,0.032337,0.03918,0.031144,0.034438,0.045128,0.039204,0.042076
7,0.1211,0.032326,0.036381,0.032559,0.038943,0.031,0.034291,0.045215,0.039155,0.042187
7.1,0.11942,0.032326,0.036314,0.032785,0.038708,0.030857,0.034145,0.045295,0.039105,0.042295
7.2,0.11776,0.032326,0.036246,0.033015,0.038473,0.030716,0.033999,0.045368,0.039053,0.042402
7.3,0.11611,0.032326,0.036175,0.03325,0.038239,0.030576,0.033854,0.045434,0.039,0.042506
7.4,0.11448,0.032326,0.036102,0.033488,0.038006,0.030437,0.033708,0.045492,0.038945,0.042609
7.5,0.11286,0.032326,0.036028,0.03373,0.037775,0.0303,0.033563,0.045543,0.03889,0.042709
7.6,0.11126,0.032326,0.035951,0.033975,0.037544,0.030164,0.033419,0.045587,0.038833,0.042808
7.7,0.10968,0.032326,0.035873,0.034224,0.037315,0.030029,0.033275,0.045625,0.038774,0.042904
7.8,0.10811,0.032326,0.035793,0.034475,0.037087,0.029896,0.033131,0.045655,0.038715,0.042999
7.9,0.10656,0.032326,0.035712,0.03473,0.03686,0.029764,0.032988,0.045678,0.038654,0.043091
8,0.10502,0.032326,0.035629,0.034987,0.036635,0.029634,0.032846,0.045695,0.038593,0.043181
8.1,0.1035,0.032326,0.035545,0.035247,0.036411,0.029506,0.032704,0.045705,0.03853,0.043269
8.2,0.10199,0.032326,0.03546,0.035508,0.036189,0.029379,0.032563,0.045708,0.038466,0.043355
8.3,0.1005,0.032326,0.035373,0.035772,0.035968,0.029253,0.032423,0.045706,0.038402,0.043439
8.4,0.099028,0.032326,0.035285,0.036037,0.035749,0.02913,0.032283,0.045696,0.038336,0.043521
8.5,0.09757,0.032326,0.035197,0.036304,0.035531,0.029008,0.032144,0.045681,0.03827,0.043601
8.6,0.096127,0.032326,0.035107,0.036572,0.035315,0.028888,0.032007,0.04566,0.038203,0.043679
8.7,0.0947,0.032326,0.035016,0.036841,0.0351,0.02877,0.03187,0.045633,0.038135,0.043755
8.8,0.093289,0.032326,0.034925,0.03711,0.034888,0.028654,0.031734,0.0456,0.038067,0.043828
8.9,0.091894,0.032326,0.034833,0.037381,0.034677,0.028539,0.031599,0.045562,0.037997,0.0439
9,0.090515,0.032326,0.034741,0.037651,0.034467,0.028427,0.031465,0.045518,0.037928,0.043969
9.1,0.089151,0.032326,0.034648,0.037921,0.03426,0.028316,0.031332,0.045469,0.037857,0.044037
9.2,0.087804,0.032326,0.034554,0.038191,0.034054,0.028207,0.031201,0.045414,0.037786,0.044102
9.3,0.086472,0.032326,0.03446,0.038461,0.03385,0.028101,0.03107,0.045355,0.037715,0.044166
9.4,0.085156,0.032326,0.034366,0.038729,0.033648,0.027997,0.030941,0.04529,0.037643,0.044227
9.5,0.083856,0.032326,0.034272,0.038996,0.033448,0.027894,0.030813,0.045221,0.037571,0.044287
9.6,0.082572,0.032326,0.034178,0.039262,0.033249,0.027794,0.030686,0.045148,0.037498,0.044344
9.7,0.081304,0.032326,0.034083,0.039526,0.033052,0.027696,0.030561,0.04507,0.037425,0.0444
9.8,0.080051,0.032326,0.033989,0.039788,0.032857,0.0276,0.030437,0.044987,0.037352,0.044453
9.9,0.078814,0.032326,0.033895,0.040048,0.032665,0.027507,0.030314,0.044901,0.037278,0.044505
10,0.077593,0.032326,0.0338,0.040304,0.032473,0.027416,0.030193,0.04481,0.037205,0.044554
10.1,0.076388,0.032326,0.033706,0.040558,0.032284,0.027327,0.030073,0.044716,0.037131,0.044602
10.2,0.075199,0.032326,0.033613,0.040808,0.032097,0.02724,0.029954,0.044617,0.037057,0.044647
10.3,0.074025,0.032326,0.033519,0.041054,0.031912,0.027156,0.029838,0.044515,0.036982,0.044691
10.4,0.072867,0.032326,0.033426,0.041296,0.031728,0.027075,0.029722,0.04441,0.036908,0.044733
10.5,0.071725,0.032326,0.033334,0.041533,0.031547,0.026996,0.029609,0.044301,0.036834,0.044773
10.6,0.070598,0.032326,0.033242,0.041765,0.031367,0.026919,0.029497,0.044189,0.036759,0.044811
10.7,0.069487,0.032326,0.03315,0.041991,0.03119,0.026845,0.029386,0.044074,0.036685,0.044846
