t(s),P=100mmHg,P=110mmHg,P=120mmHg,130mmHg,140mmHg,150mmHg,160mmHg,170mmHg,180mmHg
147.3,0.5,0.53531,0.64688,0.68476,0.72635,0.81016,0.82051,0.88884,0.94541
147.4,0.5,0.53484,0.647,0.68387,0.72553,0.81022,0.8205,0.88869,0.94542
147.5,0.5,0.53439,0.6471,0.68297,0.72472,0.81026,0.82049,0.88855,0.94542
147.6,0.5,0.53397,0.64718,0.68206,0.72391,0.81029,0.82049,0.88841,0.94543
147.7,0.5,0.53357,0.64725,0.68113,0.72312,0.81031,0.8205,0.88828,0.94544
147.8,0.5,0.5332,0.64731,0.68019,0.72233,0.81031,0.82052,0.88814,0.94544
147.9,0.5,0.53285,0.64735,0.67924,0.72156,0.8103,0.82054,0.88801,0.94545
148,0.5,0.53253,0.64738,0.67829,0.7208,0.81027,0.82056,0.88788,0.94545
148.1,0.5,0.53223,0.6474,0.67733,0.72005,0.81023,0.8206,0.88776,0.94546
148.2,0.5,0.53195,0.64741,0.67636,0.71932,0.81018,0.82064,0.88763,0.94546
148.3,0.5,0.53169,0.64741,0.67539,0.7186,0.81011,0.82068,0.88751,0.94547
148.4,0.5,0.53145,0.6474,0.67442,0.71789,0.81003,0.82073,0.88739,0.94547
148.5,0.5,0.53124,0.64738,0.67345,0.7172,0.80993,0.82079,0.88728,0.94548
148.6,0.5,0.53104,0.64734,0.67248,0.71652,0.80982,0.82086,0.88717,0.94548
148.7,0.5,0.53086,0.6473,0.67152,0.71586,0.8097,0.82093,0.88706,0.94549
148.8,0.5,0.53069,0.64725,0.67055,0.71522,0.80956,0.82101,0.88695,0.9455
148.9,0.5,0.53054,0.64719,0.6696,0.71459,0.8094,0.8211,0.88685,0.9455
149,0.5,0.53041,0.64713,0.66865,0.71397,0.80924,0.82119,0.88675,0.94551
149.1,0.5,0.53029,0.64705,0.66771,0.71338,0.80905,0.82129,0.88665,0.94551
149.2,0.5,0.53019,0.64696,0.66678,0.7128,0.80885,0.82139,0.88656,0.94552
149.3,0.5,0.5301,0.64687,0.66586,0.71223,0.80864,0.82151,0.88646,0.94552
149.4,0.5,0.53002,0.64677,0.66496,0.71169,0.80841,0.82163,0.88638,0.94553
149.5,0.5,0.52995,0.64666,0.66406,0.71116,0.80816,0.82176,0.88629,0.94553
149.6,0.5,0.52989,0.64654,0.66319,0.71064,0.80791,0.82189,0.88621,0.94554
149.7,0.5,0.52984,0.64641,0.66232,0.71014,0.80763,0.82203,0.88613,0.94554
149.8,0.5,0.5298,0.64627,0.66148,0.70966,0.80734,0.82218,0.88606,0.94555
149.9,0.5,0.52977,0.64612,0.66065,0.7092,0.80703,0.82234,0.88599,0.94555
150,0.5,0.52975,0.64596,0.65984,0.70875,0.80671,0.8225,0.88592,0.94556
150.1,0.5,0.52973,0.64579,0.65905,0.70831,0.80637,0.82268,0.88585,0.94556
150.2,0.5,0.52972,0.64561,0.65828,0.70789,0.80602,0.82286,0.88579,0.94557
150.3,0.5,0.52972,0.64542,0.65752,0.70749,0.80565,0.82304,0.88573,0.94558
150.4,0.5,0.52972,0.64522,0.65679,0.7071,0.80527,0.82324,0.88568,0.94558
150.5,0.5,0.52973,0.645,0.65608,0.70673,0.80487,0.82344,0.88563,0.94559
150.6,0.5,0.52974,0.64477,0.65539,0.70637,0.80446,0.82365,0.88558,0.94559
150.7,0.5,0.52975,0.64453,0.65472,0.70603,0.80403,0.82387,0.88553,0.9456
150.8,0.5,0.52978,0.64427,0.65407,0.7057,0.80359,0.82409,0.88549,0.9456
150.9,0.5,0.5298,0.644,0.65344,0.70538,0.80313,0.82432,0.88545,0.94561
151,0.5,0.52983,0.64371,0.65283,0.70508,0.80266,0.82456,0.88542,0.94561
151.1,0.5,0.52986,0.64341,0.65225,0.70479,0.80217,0.82481,0.88539,0.94561
151.2,0.5,0.52989,0.64309,0.65169,0.70451,0.80167,0.82507,0.88536,0.94562
151.3,0.5,0.52993,0.64275,0.65114,0.70424,0.80116,0.82533,0.88534,0.94562
151.4,0.5,0.52997,0.6424,0.65062,0.70399,0.80064,0.82561,0.88532,0.94563
151.5,0.5,0.53001,0.64202,0.65012,0.70375,0.8001,0.82589,0.8853,0.94563
151.6,0.5,0.53006,0.64163,0.64964,0.70352,0.79955,0.82617,0.88528,0.94564
151.7,0.5,0.53011,0.64121,0.64918,0.7033,0.79898,0.82647,0.88527,0.94564
151.8,0.5,0.53016,0.64077,0.64874,0.70309,0.79841,0.82677,0.88527,0.94565
151.9,0.5,0.53021,0.64031,0.64832,0.70289,0.79783,0.82708,0.88526,0.94565
152,0.5,0.53026,0.63983,0.64792,0.70271,0.79723,0.8274,0.88526,0.94566
152.1,0.5,0.53032,0.63932,0.64753,0.70253,0.79663,0.82772,0.88527,0.94566
152.2,0.5,0.53038,0.63879,0.64717,0.70236,0.79602,0.82805,0.88528,0.94566
152.3,0.5,0.53044,0.63824,0.64682,0.7022,0.7954,0.82839,0.88529,0.94567
152.4,0.5,0.53051,0.63766,0.64649,0.70205,0.79477,0.82874,0.8853,0.94567
152.5,0.5,0.53058,0.63706,0.64618,0.70191,0.79413,0.82909,0.88532,0.94568
152.6,0.5,0.53065,0.63643,0.64588,0.70178,0.79349,0.82945,0.88534,0.94568
152.7,0.5,0.53072,0.63578,0.6456,0.70165,0.79284,0.82982,0.88536,0.94568
152.8,0.5,0.5308,0.6351,0.64533,0.70154,0.79219,0.83019,0.88539,0.94569
152.9,0.5,0.53088,0.63439,0.64508,0.70143,0.79153,0.83057,0.88542,0.94569
153,0.5,0.53097,0.63366,0.64484,0.70133,0.79087,0.83096,0.88546,0.9457
153.1,0.5,0.53106,0.63291,0.64462,0.70123,0.79021,0.83135,0.8855,0.9457
153.2,0.5,0.53116,0.63213,0.64441,0.70115,0.78954,0.83174,0.88554,0.9457
153.3,0.5,0.53126,0.63133,0.64421,0.70107,0.78887,0.83214,0.88558,0.94571
153.4,0.5,0.53137,0.6305,0.64402,0.70099,0.7882,0.83255,0.88563,0.94571
153.5,0.5,0.53148,0.62965,0.64385,0.70093,0.78754,0.83296,0.88568,0.94571
153.6,0.5,0.5316,0.62878,0.64369,0.70087,0.78687,0.83338,0.88574,0.94572
153.7,0.5,0.53173,0.62789,0.64353,0.70081,0.7862,0.8338,0.8858,0.94572
153.8,0.5,0.53187,0.62698,0.64339,0.70077,0.78554,0.83422,0.88586,0.94572
153.9,0.5,0.53202,0.62605,0.64326,0.70072,0.78487,0.83465,0.88592,0.94573
154,0.5,0.53217,0.62511,0.64314,0.70069,0.78421,0.83508,0.88599,0.94573
154.1,0.5,0.53234,0.62414,0.64302,0.70066,0.78356,0.83552,0.88606,0.94573
154.2,0.5,0.53251,0.62317,0.64292,0.70063,0.78291,0.83596,0.88614,0.94573
154.3,0.5,0.5327,0.62218,0.64282,0.70062,0.78226,0.8364,0.88621,0.94574
154.4,0.5,0.5329,0.62118,0.64274,0.7006,0.78162,0.83684,0.88629,0.94574
154.5,0.5,0.53312,0.62018,0.64266,0.7006,0.78099,0.83728,0.88638,0.94574
154.6,0.5,0.53335,0.61916,0.64258,0.70059,0.78036,0.83773,0.88647,0.94574
154.7,0.5,0.53359,0.61814,0.64252,0.7006,0.77974,0.83818,0.88656,0.94575
154.8,0.5,0.53385,0.61712,0.64246,0.70061,0.77913,0.83863,0.88665,0.94575
154.9,0.5,0.53413,0.61609,0.64241,0.70062,0.77852,0.83907,0.88674,0.94575
155,0.5,0.53443,0.61507,0.64236,0.70064,0.77792,0.83952,0.88684,0.94575
155.1,0.5,0.53476,0.61404,0.64232,0.70067,0.77733,0.83997,0.88694,0.94576
155.2,0.5,0.5351,0.61302,0.64229,0.7007,0.77676,0.84042,0.88705,0.94576
155.3,0.5,0.53547,0.61201,0.64226,0.70073,0.77619,0.84087,0.88716,0.94576
155.4,0.5,0.53586,0.611,0.64224,0.70078,0.77562,0.84132,0.88727,0.94576
155.5,0.5,0.53628,0.61,0.64222,0.70083,0.77507,0.84177,0.88738,0.94576
155.6,0.5,0.53673,0.60901,0.64221,0.70088,0.77453,0.84221,0.88749,0.94576
155.7,0.5,0.5372,0.60803,0.6422,0.70094,0.774,0.84265,0.88761,0.94577
155.8,0.5,0.53771,0.60707,0.6422,0.70101,0.77348,0.84309,0.88773,0.94577
155.9,0.5,0.53826,0.60612,0.6422,0.70108,0.77298,0.84353,0.88786,0.94577
156,0.5,0.53883,0.60519,0.64221,0.70116,0.77248,0.84397,0.88798,0.94577
156.1,0.5,0.53944,0.60427,0.64222,0.70124,0.77199,0.8444,0.88811,0.94577
156.2,0.5,0.54009,0.60338,0.64224,0.70133,0.77151,0.84483,0.88824,0.94577
156.3,0.5,0.54078,0.6025,0.64226,0.70143,0.77105,0.84526,0.88837,0.94577
156.4,0.5,0.54151,0.60165,0.64229,0.70154,0.7706,0.84568,0.88851,0.94577
156.5,0.5,0.54227,0.60081,0.64232,0.70165,0.77015,0.8461,0.88864,0.94578
156.6,0.5,0.54308,0.6,0.64235,0.70178,0.76972,0.84652,0.88878,0.94578
156.7,0.5,0.54392,0.59921,0.64239,0.7019,0.7693,0.84693,0.88892,0.94578
156.8,0.5,0.54481,0.59845,0.64244,0.70204,0.76889,0.84734,0.88906,0.94578
156.9,0.5,0.54574,0.5977,0.64249,0.70219,0.76849,0.84774,0.88921,0.94578
157,0.5,0.54671,0.59699,0.64254,0.70234,0.76811,0.84813,0.88936,0.94578
157.1,0.5,0.54771,0.5963,0.6426,0.70251,0.76773,0.84853,0.8895,0.94578
157.2,0.5,0.54876,0.59563,0.64267,0.70268,0.76737,0.84891,0.88965,0.94578
157.3,0.5,0.54984,0.59499,0.64274,0.70286,0.76701,0.84929,0.88981,0.94578
157.4,0.5,0.55095,0.59437,0.64282,0.70306,0.76667,0.84967,0.88996,0.94578
157.5,0.5,0.55209,0.59378,0.6429,0.70326,0.76634,0.85004,0.89011,0.94578
157.6,0.5,0.55327,0.59321,0.64299,0.70348,0.76601,0.8504,0.89027,0.94578
157.7,0.5,0.55446,0.59267,0.64309,0.70371,0.7657,0.85076,0.89043,0.94578
157.8,0.5,0.55568,0.59215,0.64319,0.70394,0.7654,0.85111,0.89059,0.94578
157.9,0.5,0.55692,0.59166,0.6433,0.7042,0.76511,0.85145,0.89075,0.94578
158,0.5,0.55817,0.59119,0.64341,0.70446,0.76483,0.85179,0.89091,0.94578
158.1,0.5,0.55944,0.59074,0.64354,0.70474,0.76456,0.85212,0.89107,0.94578
158.2,0.5,0.56071,0.59032,0.64367,0.70503,0.76429,0.85245,0.89123,0.94578
158.3,0.5,0.56198,0.58992,0.64381,0.70534,0.76404,0.85276,0.8914,0.94578
158.4,0.5,0.56325,0.58954,0.64396,0.70566,0.7638,0.85307,0.89156,0.94578
158.5,0.5,0.56452,0.58918,0.64411,0.70599,0.76356,0.85338,0.89173,0.94578
158.6,0.5,0.56577,0.58884,0.64428,0.70634,0.76334,0.85367,0.89189,0.94578
158.7,0.5,0.56702,0.58852,0.64446,0.70671,0.76312,0.85396,0.89206,0.94578
158.8,0.5,0.56825,0.58822,0.64465,0.7071,0.76292,0.85424,0.89223,0.94578
158.9,0.5,0.56946,0.58795,0.64485,0.7075,0.76272,0.85452,0.89239,0.94577
159,0.5,0.57064,0.58768,0.64506,0.70792,0.76253,0.85478,0.89256,0.94577
159.1,0.5,0.5718,0.58744,0.64528,0.70836,0.76235,0.85504,0.89273,0.94577
159.2,0.5,0.57294,0.58721,0.64552,0.70881,0.76217,0.85529,0.8929,0.94577
159.3,0.5,0.57404,0.587,0.64577,0.70929,0.76201,0.85553,0.89307,0.94577
159.4,0.5,0.5751,0.5868,0.64604,0.70978,0.76185,0.85577,0.89324,0.94577
159.5,0.5,0.57614,0.58662,0.64632,0.71029,0.7617,0.856,0.89341,0.94577
159.6,0.5,0.57713,0.58645,0.64661,0.71082,0.76156,0.85621,0.89357,0.94577
159.7,0.5,0.57809,0.5863,0.64693,0.71137,0.76142,0.85643,0.89374,0.94576
159.8,0.5,0.57901,0.58616,0.64726,0.71195,0.76129,0.85663,0.89391,0.94576
159.9,0.5,0.57989,0.58603,0.64761,0.71254,0.76117,0.85682,0.89408,0.94576
160,0.5,0.58073,0.58591,0.64798,0.71315,0.76106,0.85701,0.89425,0.94576
160.1,0.5,0.58152,0.5858,0.64836,0.71378,0.76095,0.85719,0.89441,0.94576
160.2,0.5,0.58228,0.58571,0.64877,0.71442,0.76085,0.85735,0.89458,0.94576
160.3,0.5,0.58299,0.58562,0.6492,0.71509,0.76076,0.85751,0.89475,0.94575
160.4,0.5,0.58366,0.58554,0.64966,0.71578,0.76068,0.85767,0.89491,0.94575
160.5,0.5,0.58429,0.58547,0.65013,0.71648,0.7606,0.85781,0.89508,0.94575
160.6,0.5,0.58489,0.58541,0.65063,0.7172,0.76052,0.85795,0.89524,0.94575
160.7,0.5,0.58544,0.58535,0.65116,0.71794,0.76046,0.85807,0.8954,0.94575
160.8,0.5,0.58595,0.58531,0.65171,0.7187,0.7604,0.85819,0.89557,0.94574
160.9,0.5,0.58643,0.58527,0.65228,0.71946,0.76034,0.8583,0.89573,0.94574
161,0.5,0.58687,0.58524,0.65289,0.72025,0.7603,0.8584,0.89589,0.94574
161.1,0.5,0.58727,0.58521,0.65351,0.72105,0.76026,0.85849,0.89605,0.94574
161.2,0.5,0.58764,0.58519,0.65417,0.72186,0.76022,0.85857,0.8962,0.94574
161.3,0.5,0.58798,0.58517,0.65485,0.72268,0.76019,0.85864,0.89636,0.94573
161.4,0.5,0.58828,0.58516,0.65556,0.72351,0.76017,0.85871,0.89651,0.94573
161.5,0.5,0.58856,0.58516,0.6563,0.72435,0.76015,0.85876,0.89667,0.94573
161.6,0.5,0.58881,0.58516,0.65706,0.7252,0.76014,0.8588,0.89682,0.94573
161.7,0.5,0.58903,0.58516,0.65785,0.72606,0.76014,0.85884,0.89697,0.94572
161.8,0.5,0.58922,0.58517,0.65866,0.72692,0.76014,0.85887,0.89712,0.94572
161.9,0.5,0.58939,0.58518,0.6595,0.72778,0.76015,0.85888,0.89727,0.94572
162,0.5,0.58954,0.5852,0.66037,0.72865,0.76016,0.85889,0.89741,0.94571
162.1,0.5,0.58966,0.58522,0.66126,0.72952,0.76019,0.85889,0.89756,0.94571
162.2,0.5,0.58977,0.58525,0.66217,0.73039,0.76021,0.85888,0.8977,0.94571
162.3,0.5,0.58985,0.58527,0.6631,0.73126,0.76025,0.85886,0.89784,0.94571
162.4,0.5,0.58992,0.58531,0.66405,0.73213,0.76029,0.85883,0.89798,0.9457
162.5,0.5,0.58997,0.58534,0.66502,0.73299,0.76033,0.85879,0.89811,0.9457
162.6,0.5,0.59001,0.58538,0.666,0.73385,0.76038,0.85874,0.89825,0.9457
162.7,0.5,0.59003,0.58543,0.667,0.73471,0.76044,0.85868,0.89838,0.94569
162.8,0.5,0.59004,0.58547,0.66801,0.73555,0.76051,0.85861,0.89851,0.94569
162.9,0.5,0.59004,0.58553,0.66904,0.73639,0.76058,0.85853,0.89864,0.94569
163,0.5,0.59002,0.58558,0.67007,0.73722,0.76066,0.85844,0.89876,0.94569
163.1,0.5,0.59,0.58564,0.67111,0.73805,0.76075,0.85834,0.89889,0.94568
163.2,0.5,0.58996,0.5857,0.67215,0.73886,0.76084,0.85823,0.89901,0.94568
163.3,0.5,0.58992,0.58577,0.6732,0.73966,0.76095,0.85811,0.89913,0.94568
163.4,0.5,0.58987,0.58585,0.67424,0.74044,0.76105,0.85798,0.89924,0.94567
163.5,0.5,0.58981,0.58592,0.67529,0.74122,0.76117,0.85784,0.89936,0.94567
163.6,0.5,0.58975,0.58601,0.67633,0.74198,0.7613,0.85769,0.89947,0.94567
163.7,0.5,0.58967,0.58609,0.67736,0.74272,0.76143,0.85753,0.89958,0.94566
163.8,0.5,0.5896,0.58619,0.67839,0.74345,0.76157,0.85736,0.89969,0.94566
163.9,0.5,0.58951,0.58629,0.67941,0.74417,0.76172,0.85718,0.89979,0.94566
164,0.5,0.58943,0.5864,0.68042,0.74487,0.76187,0.85699,0.89989,0.94565
164.1,0.5,0.58933,0.58651,0.68142,0.74555,0.76204,0.85679,0.89999,0.94565
164.2,0.5,0.58924,0.58663,0.6824,0.74622,0.76222,0.85658,0.90008,0.94565
164.3,0.5,0.58913,0.58676,0.68337,0.74687,0.7624,0.85636,0.90018,0.94564
164.4,0.5,0.58903,0.58689,0.68432,0.7475,0.76259,0.85613,0.90027,0.94564
164.5,0.5,0.58892,0.58704,0.68525,0.74812,0.7628,0.85589,0.90036,0.94564
164.6,0.5,0.5888,0.58719,0.68616,0.74871,0.76301,0.85564,0.90044,0.94563
164.7,0.5,0.58869,0.58735,0.68705,0.74929,0.76323,0.85539,0.90052,0.94563
164.8,0.5,0.58856,0.58753,0.68792,0.74985,0.76347,0.85512,0.9006,0.94563
164.9,0.5,0.58843,0.58771,0.68877,0.7504,0.76371,0.85484,0.90068,0.94562
165,0.5,0.5883,0.58791,0.6896,0.75092,0.76396,0.85455,0.90075,0.94562
165.1,0.5,0.58816,0.58812,0.6904,0.75143,0.76423,0.85426,0.90082,0.94562
165.2,0.5,0.58802,0.58834,0.69118,0.75192,0.7645,0.85395,0.90089,0.94561
165.3,0.5,0.58787,0.58858,0.69193,0.75239,0.76479,0.85364,0.90095,0.94561
165.4,0.5,0.58771,0.58883,0.69266,0.75284,0.76509,0.85332,0.90101,0.94561
165.5,0.5,0.58755,0.5891,0.69337,0.75328,0.7654,0.85299,0.90107,0.9456
165.6,0.5,0.58738,0.58938,0.69404,0.7537,0.76572,0.85265,0.90113,0.9456
165.7,0.5,0.5872,0.58969,0.6947,0.7541,0.76606,0.8523,0.90118,0.9456
165.8,0.5,0.58702,0.59001,0.69533,0.75448,0.76641,0.85195,0.90123,0.94559
165.9,0.5,0.58682,0.59035,0.69593,0.75485,0.76677,0.85159,0.90127,0.94559
166,0.5,0.58661,0.59072,0.69651,0.75519,0.76714,0.85122,0.90131,0.94559
166.1,0.5,0.5864,0.5911,0.69706,0.75553,0.76752,0.85084,0.90135,0.94558
166.2,0.5,0.58617,0.59151,0.69759,0.75584,0.76792,0.85046,0.90139,0.94558
166.3,0.5,0.58593,0.59195,0.6981,0.75614,0.76833,0.85007,0.90142,0.94558
166.4,0.5,0.58568,0.59241,0.69858,0.75642,0.76875,0.84967,0.90145,0.94557
166.5,0.5,0.58541,0.5929,0.69904,0.75669,0.76919,0.84927,0.90148,0.94557
166.6,0.5,0.58513,0.59341,0.69947,0.75693,0.76963,0.84886,0.9015,0.94557
166.7,0.5,0.58483,0.59396,0.69989,0.75717,0.7701,0.84845,0.90152,0.94556
166.8,0.5,0.58452,0.59454,0.70028,0.75739,0.77057,0.84803,0.90154,0.94556
166.9,0.5,0.58418,0.59514,0.70064,0.75759,0.77105,0.84761,0.90155,0.94556
167,0.5,0.58383,0.59578,0.70099,0.75777,0.77155,0.84718,0.90156,0.94555
167.1,0.5,0.58346,0.59646,0.70132,0.75795,0.77206,0.84675,0.90156,0.94555
167.2,0.5,0.58307,0.59716,0.70162,0.7581,0.77258,0.84631,0.90157,0.94555
167.3,0.5,0.58266,0.5979,0.70191,0.75824,0.77312,0.84587,0.90157,0.94554
167.4,0.5,0.58223,0.59868,0.70217,0.75837,0.77366,0.84543,0.90156,0.94554
167.5,0.5,0.58177,0.59948,0.70242,0.75848,0.77422,0.84499,0.90156,0.94554
167.6,0.5,0.58129,0.60033,0.70265,0.75858,0.77479,0.84454,0.90155,0.94553
167.7,0.5,0.58078,0.6012,0.70286,0.75866,0.77536,0.84409,0.90153,0.94553
167.8,0.5,0.58025,0.60211,0.70306,0.75872,0.77595,0.84364,0.90152,0.94553
167.9,0.5,0.57969,0.60305,0.70324,0.75878,0.77654,0.84319,0.90149,0.94552
168,0.5,0.57911,0.60403,0.7034,0.75881,0.77715,0.84274,0.90147,0.94552
168.1,0.5,0.5785,0.60503,0.70355,0.75884,0.77776,0.84228,0.90144,0.94552
168.2,0.5,0.57787,0.60606,0.70368,0.75884,0.77838,0.84183,0.90141,0.94552
168.3,0.5,0.5772,0.60711,0.70379,0.75884,0.77901,0.84138,0.90138,0.94551
168.4,0.5,0.57651,0.60819,0.70389,0.75882,0.77964,0.84092,0.90134,0.94551
168.5,0.5,0.5758,0.6093,0.70398,0.75878,0.78028,0.84047,0.9013,0.94551
168.6,0.5,0.57505,0.61042,0.70405,0.75873,0.78093,0.84002,0.90126,0.9455
168.7,0.5,0.57428,0.61156,0.70411,0.75866,0.78158,0.83957,0.90121,0.9455
168.8,0.5,0.57349,0.61271,0.70415,0.75858,0.78223,0.83912,0.90116,0.9455
168.9,0.5,0.57267,0.61387,0.70419,0.75848,0.78289,0.83867,0.90111,0.9455
169,0.5,0.57182,0.61505,0.7042,0.75837,0.78355,0.83823,0.90105,0.94549
169.1,0.5,0.57095,0.61622,0.70421,0.75824,0.78421,0.83779,0.90099,0.94549
169.2,0.5,0.57006,0.6174,0.7042,0.7581,0.78487,0.83735,0.90093,0.94549
169.3,0.5,0.56915,0.61858,0.70418,0.75794,0.78553,0.83691,0.90086,0.94549
169.4,0.5,0.56822,0.61976,0.70415,0.75776,0.78619,0.83648,0.90079,0.94548
169.5,0.5,0.56727,0.62093,0.7041,0.75757,0.78686,0.83605,0.90072,0.94548
169.6,0.5,0.5663,0.62209,0.70405,0.75735,0.78752,0.83562,0.90065,0.94548
169.7,0.5,0.56532,0.62324,0.70397,0.75713,0.78817,0.8352,0.90057,0.94548
169.8,0.5,0.56432,0.62437,0.70389,0.75688,0.78883,0.83479,0.90049,0.94547
169.9,0.5,0.56331,0.62549,0.70379,0.75662,0.78948,0.83437,0.9004,0.94547
170,0.5,0.56229,0.62659,0.70368,0.75634,0.79013,0.83397,0.90032,0.94547
170.1,0.5,0.56127,0.62767,0.70356,0.75604,0.79077,0.83356,0.90022,0.94547
170.2,0.5,0.56024,0.62872,0.70342,0.75572,0.79141,0.83317,0.90013,0.94546
170.3,0.5,0.5592,0.62975,0.70327,0.75538,0.79204,0.83277,0.90004,0.94546
170.4,0.5,0.55816,0.63075,0.70311,0.75503,0.79267,0.83239,0.89994,0.94546
170.5,0.5,0.55713,0.63173,0.70293,0.75465,0.79329,0.83201,0.89983,0.94546
170.6,0.5,0.55609,0.63267,0.70273,0.75426,0.7939,0.83163,0.89973,0.94546
170.7,0.5,0.55506,0.63359,0.70252,0.75384,0.7945,0.83126,0.89962,0.94545
170.8,0.5,0.55404,0.63447,0.7023,0.75341,0.7951,0.8309,0.89951,0.94545
170.9,0.5,0.55302,0.63532,0.70206,0.75296,0.79569,0.83054,0.8994,0.94545
171,0.5,0.55201,0.63614,0.7018,0.75249,0.79627,0.83019,0.89929,0.94545
171.1,0.5,0.55102,0.63693,0.70153,0.75199,0.79684,0.82984,0.89917,0.94545
171.2,0.5,0.55004,0.63768,0.70123,0.75148,0.7974,0.8295,0.89905,0.94544
171.3,0.5,0.54907,0.6384,0.70092,0.75095,0.79795,0.82917,0.89893,0.94544
171.4,0.5,0.54813,0.63909,0.7006,0.7504,0.79849,0.82884,0.8988,0.94544
171.5,0.5,0.5472,0.63974,0.70025,0.74982,0.79902,0.82852,0.89868,0.94544
171.6,0.5,0.54629,0.64036,0.69988,0.74923,0.79954,0.82821,0.89855,0.94544
171.7,0.5,0.5454,0.64095,0.6995,0.74862,0.80005,0.8279,0.89842,0.94544
171.8,0.5,0.54453,0.64151,0.69909,0.748,0.80055,0.8276,0.89828,0.94543
171.9,0.5,0.54369,0.64204,0.69866,0.74735,0.80103,0.82731,0.89815,0.94543
172,0.5,0.54287,0.64253,0.69821,0.74668,0.80151,0.82702,0.89801,0.94543
172.1,0.5,0.54207,0.643,0.69774,0.746,0.80197,0.82674,0.89787,0.94543
172.2,0.5,0.54131,0.64343,0.69725,0.7453,0.80242,0.82647,0.89773,0.94543
172.3,0.5,0.54056,0.64384,0.69674,0.74459,0.80286,0.8262,0.89759,0.94543
172.4,0.5,0.53985,0.64422,0.6962,0.74386,0.80329,0.82594,0.89744,0.94543
172.5,0.5,0.53916,0.64457,0.69564,0.74311,0.80371,0.82569,0.8973,0.94543
172.6,0.5,0.5385,0.6449,0.69506,0.74235,0.80411,0.82545,0.89715,0.94542
172.7,0.5,0.53787,0.6452,0.69445,0.74158,0.8045,0.82521,0.897,0.94542
172.8,0.5,0.53727,0.64548,0.69382,0.74079,0.80488,0.82497,0.89685,0.94542
172.9,0.5,0.5367,0.64574,0.69317,0.73999,0.80524,0.82475,0.8967,0.94542
173,0.5,0.53615,0.64597,0.69249,0.73919,0.8056,0.82453,0.89655,0.94542
173.1,0.5,0.53563,0.64618,0.6918,0.73837,0.80594,0.82432,0.89639,0.94542
173.2,0.5,0.53513,0.64638,0.69108,0.73755,0.80627,0.82411,0.89624,0.94542
173.3,0.5,0.53467,0.64655,0.69033,0.73671,0.80658,0.82391,0.89608,0.94542
173.4,0.5,0.53423,0.6467,0.68957,0.73588,0.80689,0.82372,0.89592,0.94542
173.5,0.5,0.53382,0.64684,0.68879,0.73503,0.80718,0.82353,0.89576,0.94542
173.6,0.5,0.53343,0.64696,0.68798,0.73419,0.80745,0.82335,0.8956,0.94542
173.7,0.5,0.53307,0.64707,0.68716,0.73334,0.80772,0.82318,0.89544,0.94542
173.8,0.5,0.53273,0.64716,0.68632,0.73249,0.80797,0.82301,0.89528,0.94542
173.9,0.5,0.53241,0.64723,0.68546,0.73163,0.80821,0.82285,0.89512,0.94542
174,0.5,0.53212,0.64729,0.68458,0.73078,0.80844,0.8227,0.89496,0.94542
174.1,0.5,0.53185,0.64734,0.68369,0.72993,0.80865,0.82255,0.8948,0.94542
174.2,0.5,0.5316,0.64738,0.68278,0.72909,0.80885,0.82241,0.89464,0.94542
174.3,0.5,0.53137,0.6474,0.68187,0.72824,0.80904,0.82228,0.89448,0.94541
174.4,0.5,0.53115,0.64741,0.68094,0.72741,0.80922,0.82215,0.89431,0.94541
174.5,0.5,0.53096,0.64741,0.68,0.72658,0.80938,0.82203,0.89415,0.94541
174.6,0.5,0.53079,0.6474,0.67905,0.72575,0.80953,0.82191,0.89399,0.94541
174.7,0.5,0.53063,0.64739,0.67809,0.72493,0.80967,0.8218,0.89382,0.94541
174.8,0.5,0.53049,0.64736,0.67713,0.72413,0.80979,0.8217,0.89366,0.94541
174.9,0.5,0.53036,0.64732,0.67616,0.72333,0.8099,0.8216,0.8935,0.94541
175,0.5,0.53024,0.64727,0.67519,0.72254,0.81,0.82151,0.89334,0.94541
175.1,0.5,0.53014,0.64722,0.67422,0.72176,0.81009,0.82143,0.89317,0.94542
175.2,0.5,0.53006,0.64715,0.67325,0.721,0.81016,0.82135,0.89301,0.94542
175.3,0.5,0.52998,0.64708,0.67228,0.72025,0.81022,0.82128,0.89285,0.94542
175.4,0.5,0.52992,0.64699,0.67132,0.71951,0.81026,0.82121,0.89269,0.94542
175.5,0.5,0.52986,0.6469,0.67036,0.71878,0.81029,0.82116,0.89253,0.94542
175.6,0.5,0.52981,0.6468,0.66941,0.71807,0.81031,0.8211,0.89237,0.94542
175.7,0.5,0.52978,0.6467,0.66846,0.71738,0.81031,0.82105,0.89222,0.94542
175.8,0.5,0.52975,0.64658,0.66752,0.71669,0.81031,0.82101,0.89206,0.94542
175.9,0.5,0.52973,0.64645,0.66659,0.71603,0.81028,0.82098,0.8919,0.94542
176,0.5,0.52972,0.64632,0.66568,0.71538,0.81025,0.82095,0.89175,0.94542
176.1,0.5,0.52971,0.64617,0.66478,0.71474,0.8102,0.82093,0.89159,0.94542
176.2,0.5,0.52971,0.64601,0.66389,0.71413,0.81013,0.82091,0.89144,0.94542
176.3,0.5,0.52971,0.64585,0.66301,0.71353,0.81005,0.8209,0.89129,0.94542
