t(s),P=100mmHg,P=110mmHg,P=120mmHg,P=130mmHg,P=140mmHg,P =150mmHg,P = 160mmHg,P =170mmHg,P=180mmHg
36.8,30,24.007,33.222,23.575,26.258,25.395,32.103,30.934,31.904
36.9,30,24.021,33.058,23.581,26.353,25.394,32.019,30.885,31.912
37,30,24.037,32.888,23.59,26.451,25.395,31.934,30.836,31.919
37.1,30,24.056,32.713,23.6,26.551,25.398,31.848,30.787,31.926
37.2,30,24.077,32.531,23.613,26.654,25.403,31.759,30.738,31.933
37.3,30,24.101,32.344,23.627,26.76,25.41,31.67,30.688,31.939
37.4,30,24.127,32.153,23.644,26.868,25.419,31.579,30.639,31.944
37.5,30,24.155,31.956,23.662,26.979,25.43,31.487,30.59,31.95
37.6,30,24.186,31.754,23.683,27.092,25.442,31.394,30.54,31.955
37.7,30,24.219,31.548,23.706,27.207,25.457,31.3,30.491,31.959
37.8,30,24.255,31.339,23.731,27.324,25.474,31.205,30.442,31.963
37.9,30,24.293,31.126,23.758,27.443,25.493,31.109,30.393,31.967
38,30,24.334,30.91,23.787,27.564,25.515,31.012,30.344,31.97
38.1,30,24.378,30.691,23.819,27.687,25.538,30.915,30.295,31.973
38.2,30,24.424,30.471,23.854,27.811,25.563,30.817,30.246,31.975
38.3,30,24.473,30.249,23.891,27.937,25.591,30.718,30.198,31.977
38.4,30,24.525,30.025,23.931,28.064,25.621,30.619,30.15,31.979
38.5,30,24.58,29.802,23.973,28.193,25.652,30.52,30.102,31.98
38.6,30,24.637,29.578,24.018,28.323,25.686,30.42,30.054,31.981
38.7,30,24.698,29.354,24.066,28.453,25.723,30.321,30.006,31.982
38.8,30,24.762,29.132,24.117,28.585,25.761,30.221,29.959,31.982
38.9,30,24.828,28.91,24.171,28.717,25.802,30.121,29.912,31.981
39,30,24.898,28.691,24.228,28.849,25.845,30.022,29.866,31.981
39.1,30,24.971,28.473,24.288,28.982,25.89,29.923,29.82,31.98
39.2,30,25.048,28.259,24.352,29.116,25.937,29.824,29.774,31.978
39.3,30,25.128,28.047,24.419,29.249,25.987,29.725,29.728,31.976
39.4,30,25.211,27.839,24.49,29.382,26.039,29.627,29.683,31.974
39.5,30,25.297,27.634,24.564,29.515,26.093,29.53,29.639,31.971
39.6,30,25.388,27.434,24.641,29.647,26.15,29.433,29.594,31.968
39.7,30,25.481,27.238,24.723,29.779,26.208,29.337,29.551,31.965
39.8,30,25.579,27.046,24.808,29.911,26.269,29.241,29.507,31.961
39.9,30,25.68,26.859,24.897,30.041,26.332,29.147,29.464,31.957
40,30,25.784,26.677,24.99,30.171,26.397,29.053,29.422,31.953
40.1,30,25.893,26.5,25.087,30.299,26.465,28.961,29.38,31.948
40.2,30,26.005,26.328,25.188,30.427,26.534,28.869,29.339,31.943
40.3,30,26.12,26.162,25.292,30.553,26.606,28.779,29.298,31.938
40.4,30,26.24,26.001,25.401,30.677,26.68,28.689,29.257,31.932
40.5,30,26.363,25.846,25.514,30.8,26.756,28.601,29.217,31.926
40.6,30,26.49,25.696,25.631,30.922,26.833,28.514,29.178,31.92
40.7,30,26.62,25.551,25.751,31.041,26.913,28.428,29.139,31.913
40.8,30,26.754,25.413,25.876,31.159,26.995,28.343,29.101,31.906
40.9,30,26.891,25.279,26.004,31.275,27.078,28.26,29.063,31.899
41,30,27.032,25.152,26.137,31.389,27.163,28.178,29.026,31.891
41.1,30,27.177,25.029,26.273,31.5,27.25,28.097,28.99,31.883
41.2,30,27.325,24.913,26.412,31.61,27.339,28.018,28.954,31.875
41.3,30,27.476,24.801,26.556,31.717,27.429,27.94,28.919,31.867
41.4,30,27.63,24.695,26.702,31.822,27.52,27.864,28.884,31.858
41.5,30,27.787,24.594,26.852,31.925,27.614,27.789,28.85,31.849
41.6,30,27.947,24.498,27.006,32.025,27.708,27.715,28.816,31.84
41.7,30,28.109,24.407,27.162,32.123,27.804,27.643,28.783,31.83
41.8,30,28.275,24.321,27.321,32.219,27.901,27.572,28.751,31.82
41.9,30,28.442,24.239,27.483,32.312,27.999,27.503,28.719,31.81
42,30,28.612,24.162,27.647,32.403,28.098,27.435,28.688,31.8
42.1,30,28.784,24.09,27.813,32.491,28.198,27.369,28.658,31.789
42.2,30,28.958,24.021,27.982,32.577,28.299,27.304,28.628,31.779
42.3,30,29.134,23.957,28.153,32.66,28.4,27.241,28.599,31.768
42.4,30,29.311,23.897,28.325,32.74,28.502,27.179,28.57,31.756
42.5,30,29.49,23.841,28.498,32.819,28.605,27.119,28.542,31.745
42.6,30,29.669,23.789,28.673,32.894,28.708,27.06,28.515,31.733
42.7,30,29.849,23.74,28.849,32.967,28.812,27.003,28.488,31.722
42.8,30,30.03,23.695,29.025,33.038,28.916,26.947,28.463,31.71
42.9,30,30.212,23.654,29.202,33.106,29.019,26.892,28.437,31.698
43,30,30.393,23.615,29.379,33.172,29.123,26.839,28.413,31.685
43.1,30,30.575,23.58,29.557,33.236,29.227,26.788,28.389,31.673
43.2,30,30.756,23.547,29.733,33.297,29.331,26.738,28.365,31.66
43.3,30,30.936,23.518,29.91,33.356,29.435,26.689,28.343,31.647
43.4,30,31.116,23.491,30.085,33.412,29.538,26.642,28.321,31.634
43.5,30,31.295,23.467,30.26,33.466,29.641,26.596,28.3,31.621
43.6,30,31.472,23.446,30.433,33.518,29.743,26.551,28.279,31.608
43.7,30,31.648,23.427,30.605,33.568,29.845,26.508,28.259,31.595
43.8,30,31.823,23.41,30.776,33.616,29.946,26.467,28.24,31.581
43.9,30,31.995,23.396,30.944,33.661,30.046,26.427,28.222,31.567
44,30,32.165,23.384,31.11,33.704,30.146,26.388,28.204,31.554
44.1,30,32.333,23.374,31.275,33.746,30.245,26.35,28.187,31.54
44.2,30,32.499,23.366,31.436,33.785,30.342,26.314,28.17,31.526
44.3,30,32.661,23.361,31.595,33.822,30.439,26.28,28.154,31.512
44.4,30,32.821,23.357,31.752,33.858,30.534,26.246,28.139,31.498
44.5,30,32.978,23.355,31.905,33.891,30.629,26.214,28.125,31.484
44.6,30,33.132,23.355,32.055,33.923,30.722,26.184,28.112,31.469
44.7,30,33.282,23.356,32.202,33.953,30.814,26.155,28.099,31.455
44.8,30,33.429,23.36,32.346,33.981,30.904,26.127,28.086,31.441
44.9,30,33.572,23.365,32.487,34.007,30.993,26.1,28.075,31.426
45,30,33.712,23.372,32.623,34.032,31.081,26.075,28.064,31.412
45.1,30,33.847,23.38,32.757,34.055,31.167,26.051,28.054,31.397
45.2,30,33.979,23.391,32.887,34.077,31.252,26.029,28.045,31.382
45.3,30,34.107,23.403,33.013,34.096,31.335,26.007,28.036,31.368
45.4,30,34.231,23.417,33.135,34.115,31.417,25.987,28.029,31.353
45.5,30,34.351,23.432,33.253,34.131,31.497,25.969,28.022,31.339
45.6,30,34.467,23.45,33.368,34.146,31.575,25.952,28.015,31.324
45.7,30,34.579,23.469,33.479,34.16,31.652,25.936,28.01,31.309
45.8,30,34.686,23.49,33.586,34.172,31.727,25.922,28.005,31.294
45.9,30,34.789,23.513,33.69,34.183,31.8,25.909,28.001,31.28
46,30,34.889,23.538,33.789,34.193,31.872,25.897,27.997,31.265
46.1,30,34.984,23.565,33.885,34.201,31.942,25.887,27.995,31.25
46.2,30,35.075,23.594,33.977,34.207,32.01,25.878,27.993,31.236
46.3,30,35.162,23.625,34.066,34.213,32.077,25.87,27.992,31.221
46.4,30,35.245,23.658,34.151,34.216,32.142,25.864,27.992,31.207
46.5,30,35.324,23.694,34.232,34.219,32.205,25.859,27.993,31.192
46.6,30,35.399,23.732,34.31,34.22,32.266,25.856,27.994,31.177
46.7,30,35.471,23.773,34.385,34.22,32.326,25.854,27.996,31.163
46.8,30,35.538,23.816,34.456,34.219,32.384,25.854,27.999,31.149
46.9,30,35.602,23.862,34.523,34.216,32.44,25.855,28.003,31.134
47,30,35.662,23.911,34.588,34.212,32.495,25.857,28.007,31.12
47.1,30,35.719,23.963,34.649,34.207,32.548,25.861,28.013,31.106
47.2,30,35.772,24.018,34.707,34.2,32.599,25.867,28.019,31.091
47.3,30,35.822,24.076,34.763,34.192,32.649,25.874,28.026,31.077
47.4,30,35.869,24.137,34.815,34.183,32.697,25.883,28.033,31.063
47.5,30,35.912,24.202,34.865,34.172,32.743,25.893,28.042,31.049
47.6,30,35.952,24.27,34.912,34.16,32.788,25.905,28.051,31.035
47.7,30,35.99,24.342,34.956,34.147,32.831,25.918,28.062,31.021
47.8,30,36.024,24.417,34.997,34.132,32.873,25.933,28.073,31.008
47.9,30,36.056,24.497,35.036,34.116,32.913,25.95,28.085,30.994
48,30,36.084,24.58,35.073,34.098,32.951,25.968,28.097,30.98
48.1,30,36.111,24.668,35.108,34.079,32.988,25.989,28.111,30.967
48.2,30,36.134,24.76,35.14,34.058,33.024,26.01,28.125,30.954
48.3,30,36.155,24.856,35.17,34.036,33.058,26.034,28.14,30.94
48.4,30,36.174,24.956,35.198,34.012,33.09,26.059,28.156,30.927
48.5,30,36.19,25.061,35.223,33.986,33.121,26.086,28.173,30.914
48.6,30,36.204,25.17,35.247,33.959,33.151,26.115,28.191,30.901
48.7,30,36.216,25.284,35.269,33.93,33.179,26.146,28.209,30.888
48.8,30,36.225,25.402,35.289,33.9,33.206,26.178,28.229,30.876
48.9,30,36.233,25.525,35.308,33.867,33.232,26.212,28.249,30.863
49,30,36.238,25.653,35.324,33.833,33.256,26.249,28.27,30.85
49.1,30,36.242,25.785,35.339,33.797,33.278,26.287,28.292,30.838
49.2,30,36.243,25.922,35.353,33.759,33.3,26.326,28.314,30.826
49.3,30,36.243,26.063,35.365,33.718,33.32,26.368,28.338,30.814
49.4,30,36.241,26.209,35.375,33.676,33.339,26.412,28.362,30.802
49.5,30,36.236,26.359,35.384,33.632,33.356,26.457,28.387,30.79
49.6,30,36.23,26.514,35.391,33.585,33.373,26.504,28.413,30.778
49.7,30,36.222,26.673,35.397,33.536,33.387,26.553,28.44,30.767
49.8,30,36.213,26.836,35.402,33.485,33.401,26.605,28.467,30.755
49.9,30,36.201,27.002,35.405,33.432,33.414,26.657,28.495,30.744
50,30,36.188,27.173,35.407,33.376,33.425,26.712,28.524,30.733
50.1,30,36.173,27.348,35.408,33.318,33.435,26.769,28.554,30.722
50.2,30,36.156,27.526,35.408,33.257,33.444,26.827,28.585,30.711
50.3,30,36.137,27.707,35.406,33.193,33.451,26.887,28.616,30.701
50.4,30,36.116,27.892,35.403,33.127,33.458,26.949,28.648,30.69
50.5,30,36.093,28.079,35.398,33.058,33.463,27.013,28.68,30.68
50.6,30,36.068,28.269,35.392,32.986,33.467,27.079,28.714,30.67
50.7,30,36.041,28.461,35.385,32.912,33.469,27.146,28.748,30.66
50.8,30,36.012,28.655,35.377,32.835,33.471,27.215,28.782,30.65
50.9,30,35.981,28.851,35.368,32.754,33.471,27.285,28.818,30.64
51,30,35.948,29.049,35.357,32.671,33.47,27.357,28.854,30.63
51.1,30,35.912,29.248,35.344,32.585,33.468,27.431,28.89,30.621
51.2,30,35.874,29.448,35.331,32.496,33.464,27.506,28.928,30.612
51.3,30,35.834,29.649,35.316,32.404,33.46,27.582,28.965,30.603
51.4,30,35.791,29.85,35.299,32.31,33.454,27.66,29.004,30.594
51.5,30,35.745,30.051,35.281,32.212,33.447,27.739,29.043,30.585
51.6,30,35.696,30.252,35.261,32.111,33.438,27.82,29.082,30.577
51.7,30,35.644,30.452,35.24,32.008,33.428,27.901,29.122,30.568
51.8,30,35.589,30.651,35.217,31.902,33.417,27.984,29.162,30.56
51.9,30,35.531,30.85,35.192,31.793,33.405,28.068,29.203,30.552
52,30,35.47,31.046,35.166,31.681,33.391,28.153,29.245,30.544
52.1,30,35.405,31.241,35.137,31.567,33.376,28.238,29.287,30.536
52.2,30,35.336,31.435,35.107,31.45,33.36,28.325,29.329,30.529
52.3,30,35.263,31.625,35.074,31.331,33.342,28.412,29.371,30.521
52.4,30,35.186,31.814,35.04,31.209,33.323,28.501,29.414,30.514
52.5,30,35.106,31.999,35.003,31.085,33.302,28.589,29.457,30.507
52.6,30,35.02,32.181,34.963,30.959,33.28,28.679,29.501,30.5
52.7,30,34.93,32.361,34.922,30.832,33.256,28.768,29.545,30.494
52.8,30,34.835,32.536,34.877,30.702,33.231,28.858,29.589,30.487
52.9,30,34.736,32.709,34.83,30.571,33.204,28.949,29.633,30.481
53,30,34.631,32.877,34.78,30.438,33.176,29.04,29.678,30.475
53.1,30,34.521,33.041,34.727,30.304,33.146,29.131,29.723,30.469
53.2,30,34.405,33.201,34.671,30.169,33.114,29.222,29.767,30.463
53.3,30,34.284,33.357,34.612,30.033,33.081,29.313,29.812,30.458
53.4,30,34.157,33.509,34.549,29.896,33.046,29.404,29.858,30.452
53.5,30,34.024,33.656,34.483,29.758,33.009,29.494,29.903,30.447
53.6,30,33.885,33.799,34.413,29.62,32.971,29.585,29.948,30.442
53.7,30,33.74,33.936,34.34,29.482,32.93,29.675,29.993,30.437
53.8,30,33.589,34.07,34.262,29.344,32.888,29.765,30.039,30.432
53.9,30,33.432,34.198,34.181,29.205,32.844,29.855,30.084,30.428
54,30,33.269,34.322,34.095,29.068,32.798,29.944,30.129,30.424
54.1,30,33.1,34.441,34.005,28.93,32.751,30.032,30.174,30.419
54.2,30,32.925,34.556,33.91,28.793,32.701,30.12,30.219,30.416
54.3,30,32.744,34.666,33.811,28.657,32.649,30.207,30.264,30.412
54.4,30,32.557,34.771,33.707,28.522,32.596,30.294,30.309,30.408
54.5,30,32.364,34.871,33.598,28.388,32.54,30.38,30.354,30.405
54.6,30,32.167,34.967,33.485,28.255,32.483,30.465,30.398,30.402
54.7,30,31.964,35.059,33.366,28.124,32.423,30.549,30.443,30.399
54.8,30,31.756,35.146,33.243,27.994,32.361,30.632,30.487,30.396
54.9,30,31.544,35.228,33.115,27.866,32.298,30.714,30.53,30.393
55,30,31.329,35.307,32.982,27.739,32.232,30.795,30.574,30.391
55.1,30,31.109,35.381,32.844,27.615,32.164,30.875,30.617,30.388
55.2,30,30.886,35.452,32.701,27.492,32.094,30.953,30.66,30.386
55.3,30,30.661,35.518,32.554,27.371,32.022,31.031,30.702,30.384
55.4,30,30.434,35.58,32.402,27.253,31.948,31.108,30.745,30.382
55.5,30,30.204,35.639,32.245,27.137,31.873,31.183,30.786,30.381
55.6,30,29.974,35.694,32.084,27.023,31.795,31.257,30.828,30.379
55.7,30,29.743,35.746,31.919,26.911,31.715,31.33,30.869,30.378
55.8,30,29.512,35.794,31.751,26.802,31.633,31.401,30.909,30.377
55.9,30,29.281,35.839,31.578,26.695,31.55,31.472,30.949,30.376
56,30,29.051,35.881,31.402,26.591,31.465,31.541,30.989,30.376
56.1,30,28.822,35.92,31.223,26.49,31.377,31.608,31.028,30.375
56.2,30,28.595,35.956,31.042,26.391,31.289,31.674,31.067,30.375
56.3,30,28.371,35.99,30.858,26.294,31.198,31.739,31.105,30.375
56.4,30,28.149,36.02,30.671,26.2,31.106,31.803,31.142,30.375
56.5,30,27.93,36.048,30.483,26.109,31.013,31.865,31.179,30.375
56.6,30,27.715,36.074,30.294,26.021,30.918,31.925,31.216,30.375
56.7,30,27.504,36.097,30.103,25.935,30.822,31.985,31.252,30.376
56.8,30,27.297,36.117,29.912,25.852,30.724,32.043,31.287,30.377
56.9,30,27.095,36.136,29.72,25.771,30.625,32.099,31.322,30.378
57,30,26.897,36.153,29.528,25.693,30.526,32.154,31.356,30.379
57.1,30,26.705,36.167,29.337,25.618,30.425,32.208,31.389,30.38
57.2,30,26.518,36.18,29.146,25.546,30.323,32.26,31.422,30.381
57.3,30,26.336,36.191,28.957,25.476,30.221,32.311,31.454,30.383
57.4,30,26.16,36.2,28.768,25.408,30.118,32.36,31.486,30.385
57.5,30,25.99,36.207,28.582,25.344,30.014,32.408,31.516,30.387
57.6,30,25.825,36.213,28.397,25.282,29.91,32.455,31.547,30.389
57.7,30,25.667,36.217,28.214,25.222,29.806,32.5,31.576,30.391
57.8,30,25.515,36.22,28.034,25.165,29.701,32.544,31.605,30.394
57.9,30,25.368,36.221,27.857,25.11,29.596,32.587,31.633,30.396
58,30,25.228,36.22,27.683,25.058,29.491,32.628,31.66,30.399
58.1,30,25.093,36.218,27.511,25.008,29.386,32.668,31.687,30.402
58.2,30,24.965,36.215,27.343,24.961,29.282,32.706,31.713,30.405
58.3,30,24.842,36.21,27.179,24.916,29.177,32.743,31.738,30.408
58.4,30,24.726,36.204,27.018,24.874,29.073,32.779,31.762,30.412
58.5,30,24.615,36.197,26.861,24.834,28.97,32.814,31.786,30.415
58.6,30,24.51,36.188,26.708,24.796,28.867,32.847,31.809,30.419
58.7,30,24.41,36.178,26.558,24.761,28.764,32.879,31.831,30.423
58.8,30,24.316,36.167,26.413,24.727,28.663,32.909,31.852,30.427
58.9,30,24.227,36.154,26.272,24.696,28.562,32.938,31.873,30.431
59,30,24.143,36.139,26.135,24.668,28.462,32.967,31.893,30.436
59.1,30,24.064,36.124,26.003,24.641,28.363,32.993,31.912,30.44
59.2,30,23.991,36.106,25.874,24.617,28.265,33.019,31.93,30.445
59.3,30,23.922,36.088,25.75,24.595,28.168,33.043,31.948,30.45
59.4,30,23.857,36.067,25.63,24.575,28.072,33.066,31.964,30.455
59.5,30,23.797,36.045,25.515,24.558,27.978,33.088,31.98,30.46
59.6,30,23.742,36.022,25.403,24.542,27.885,33.109,31.995,30.465
59.7,30,23.69,35.996,25.296,24.529,27.793,33.128,32.009,30.47
59.8,30,23.643,35.969,25.193,24.518,27.703,33.146,32.023,30.476
59.9,30,23.599,35.94,25.094,24.509,27.614,33.163,32.035,30.481
60,30,23.559,35.909,24.999,24.502,27.526,33.179,32.047,30.487
60.1,30,23.523,35.875,24.908,24.497,27.44,33.194,32.058,30.493
60.2,30,23.49,35.84,24.821,24.494,27.356,33.207,32.069,30.499
60.3,30,23.46,35.802,24.738,24.494,27.274,33.219,32.078,30.505
60.4,30,23.434,35.762,24.658,24.496,27.193,33.231,32.086,30.511
60.5,30,23.41,35.719,24.583,24.5,27.113,33.24,32.094,30.518
60.6,30,23.389,35.673,24.511,24.506,27.036,33.249,32.101,30.524
60.7,30,23.371,35.624,24.442,24.515,26.96,33.257,32.107,30.531
60.8,30,23.356,35.573,24.377,24.525,26.886,33.263,32.112,30.537
60.9,30,23.343,35.518,24.316,24.538,26.813,33.268,32.117,30.544
61,30,23.333,35.46,24.257,24.554,26.743,33.272,32.12,30.551
61.1,30,23.325,35.398,24.202,24.571,26.674,33.275,32.123,30.558
61.2,30,23.319,35.332,24.151,24.592,26.607,33.277,32.125,30.565
61.3,30,23.316,35.262,24.102,24.614,26.542,33.278,32.126,30.572
61.4,30,23.314,35.188,24.056,24.639,26.479,33.277,32.126,30.58
61.5,30,23.315,35.11,24.013,24.666,26.417,33.275,32.126,30.587
61.6,30,23.317,35.027,23.973,24.696,26.357,33.272,32.124,30.595
61.7,30,23.321,34.94,23.935,24.728,26.3,33.268,32.122,30.602
61.8,30,23.327,34.847,23.901,24.763,26.244,33.262,32.119,30.61
61.9,30,23.335,34.749,23.869,24.801,26.19,33.255,32.115,30.618
62,30,23.345,34.646,23.839,24.841,26.137,33.247,32.11,30.625
62.1,30,23.356,34.538,23.812,24.884,26.087,33.238,32.104,30.633
62.2,30,23.369,34.423,23.787,24.929,26.038,33.227,32.098,30.641
62.3,30,23.384,34.303,23.765,24.977,25.991,33.216,32.091,30.649
62.4,30,23.401,34.177,23.745,25.028,25.946,33.203,32.083,30.658
62.5,30,23.419,34.044,23.727,25.082,25.903,33.188,32.074,30.666
62.6,30,23.439,33.905,23.711,25.139,25.862,33.173,32.064,30.674
62.7,30,23.461,33.76,23.698,25.199,25.823,33.156,32.053,30.682
62.8,30,23.484,33.609,23.687,25.261,25.785,33.137,32.042,30.691
62.9,30,23.51,33.451,23.677,25.327,25.749,33.117,32.03,30.699
63,30,23.537,33.287,23.67,25.395,25.715,33.096,32.017,30.707
63.1,30,23.566,33.117,23.665,25.466,25.683,33.074,32.003,30.716
63.2,30,23.598,32.941,23.662,25.541,25.653,33.05,31.988,30.724
63.3,30,23.631,32.759,23.661,25.618,25.624,33.025,31.973,30.733
63.4,30,23.667,32.571,23.662,25.698,25.597,32.998,31.957,30.742
63.5,30,23.704,32.377,23.665,25.781,25.572,32.97,31.939,30.75
63.6,30,23.744,32.178,23.67,25.867,25.549,32.94,31.922,30.759
63.7,30,23.787,31.975,23.677,25.956,25.528,32.909,31.903,30.768
63.8,30,23.832,31.767,23.686,26.048,25.508,32.876,31.884,30.776
63.9,30,23.879,31.555,23.697,26.143,25.491,32.842,31.864,30.785
64,30,23.93,31.339,23.71,26.241,25.475,32.806,31.843,30.794
64.1,30,23.983,31.119,23.725,26.341,25.461,32.769,31.821,30.803
64.2,30,24.039,30.897,23.742,26.444,25.448,32.73,31.799,30.811
64.3,30,24.099,30.673,23.761,26.55,25.438,32.69,31.776,30.82
64.4,30,24.161,30.447,23.783,26.658,25.429,32.648,31.752,30.829
64.5,30,24.227,30.22,23.807,26.769,25.423,32.605,31.728,30.838
64.6,30,24.297,29.992,23.833,26.883,25.418,32.559,31.703,30.846
64.7,30,24.37,29.763,23.861,26.999,25.415,32.513,31.677,30.855
64.8,30,24.447,29.535,23.892,27.117,25.414,32.465,31.65,30.864
64.9,30,24.527,29.308,23.926,27.237,25.415,32.415,31.623,30.873
65,30,24.612,29.082,23.961,27.359,25.417,32.363,31.595,30.881
65.1,30,24.701,28.857,24,27.483,25.422,32.311,31.567,30.89
65.2,30,24.794,28.635,24.041,27.609,25.428,32.256,31.538,30.899
65.3,30,24.891,28.415,24.085,27.737,25.437,32.2,31.508,30.907
65.4,30,24.993,28.199,24.132,27.866,25.447,32.142,31.478,30.916
65.5,30,25.099,27.985,24.182,27.996,25.46,32.083,31.447,30.925
65.6,30,25.21,27.775,24.235,28.128,25.474,32.023,31.416,30.933
65.7,30,25.326,27.57,24.291,28.261,25.491,31.961,31.384,30.942
65.8,30,25.446,27.368,24.35,28.395,25.509,31.897,31.351,30.95
65.9,30,25.572,27.171,24.412,28.53,25.53,31.832,31.318,30.958
66,30,25.702,26.979,24.478,28.665,25.552,31.766,31.285,30.967
66.1,30,25.836,26.792,24.547,28.801,25.577,31.698,31.251,30.975
66.2,30,25.976,26.61,24.619,28.938,25.604,31.63,31.217,30.983
66.3,30,26.121,26.434,24.696,29.074,25.633,31.559,31.182,30.992
66.4,30,26.27,26.263,24.775,29.211,25.664,31.488,31.147,31
66.5,30,26.424,26.097,24.859,29.347,25.697,31.415,31.111,31.008
66.6,30,26.583,25.937,24.946,29.483,25.732,31.342,31.075,31.016
66.7,30,26.747,25.783,25.037,29.619,25.77,31.267,31.039,31.024
66.8,30,26.915,25.634,25.132,29.754,25.809,31.191,31.002,31.032
66.9,30,27.087,25.491,25.23,29.889,25.851,31.114,30.965,31.039
67,30,27.264,25.353,25.333,30.022,25.895,31.037,30.928,31.047
67.1,30,27.445,25.221,25.439,30.155,25.942,30.958,30.89,31.055
67.2,30,27.63,25.095,25.55,30.287,25.99,30.879,30.852,31.062
67.3,30,27.819,24.975,25.664,30.417,26.041,30.799,30.814,31.07
67.4,30,28.012,24.859,25.782,30.546,26.094,30.718,30.776,31.077
67.5,30,28.207,24.749,25.904,30.673,26.149,30.637,30.737,31.084
67.6,30,28.406,24.645,26.03,30.799,26.206,30.556,30.699,31.091
67.7,30,28.608,24.545,26.159,30.923,26.266,30.474,30.66,31.099
67.8,30,28.813,24.451,26.292,31.046,26.328,30.391,30.621,31.105
67.9,30,29.02,24.362,26.429,31.166,26.392,30.308,30.582,31.112
68,30,29.229,24.277,26.569,31.285,26.458,30.225,30.543,31.119
68.1,30,29.44,24.197,26.713,31.401,26.526,30.142,30.504,31.126
68.2,30,29.652,24.122,26.86,31.515,26.596,30.059,30.464,31.132
68.3,30,29.866,24.051,27.01,31.627,26.669,29.976,30.425,31.139
68.4,30,30.08,23.984,27.163,31.737,26.743,29.892,30.386,31.145
68.5,30,30.295,23.922,27.319,31.844,26.82,29.809,30.346,31.151
68.6,30,30.51,23.863,27.477,31.949,26.898,29.726,30.307,31.158
68.7,30,30.724,23.809,27.638,32.052,26.978,29.643,30.268,31.164
68.8,30,30.939,23.758,27.802,32.152,27.06,29.561,30.228,31.169
68.9,30,31.152,23.711,27.967,32.25,27.144,29.479,30.189,31.175
69,30,31.364,23.667,28.134,32.345,27.23,29.397,30.15,31.181
69.1,30,31.575,23.626,28.303,32.438,27.317,29.316,30.111,31.186
69.2,30,31.784,23.589,28.474,32.528,27.406,29.235,30.073,31.192
69.3,30,31.991,23.555,28.645,32.615,27.497,29.155,30.034,31.197
69.4,30,32.195,23.524,28.818,32.7,27.589,29.076,29.996,31.202
69.5,30,32.397,23.496,28.992,32.782,27.682,28.997,29.957,31.207
69.6,30,32.595,23.47,29.166,32.862,27.777,28.919,29.919,31.212
69.7,30,32.79,23.447,29.34,32.94,27.873,28.841,29.881,31.217
69.8,30,32.982,23.426,29.514,33.014,27.97,28.765,29.844,31.222
69.9,30,33.17,23.408,29.688,33.087,28.068,28.689,29.806,31.226
70,30,33.353,23.393,29.862,33.156,28.168,28.614,29.769,31.23
70.1,30,33.533,23.379,30.035,33.224,28.268,28.54,29.732,31.235
70.2,30,33.708,23.368,30.208,33.289,28.368,28.467,29.696,31.239
70.3,30,33.878,23.359,30.379,33.351,28.47,28.395,29.66,31.243
70.4,30,34.043,23.351,30.549,33.411,28.572,28.325,29.624,31.246
70.5,30,34.204,23.346,30.717,33.469,28.675,28.255,29.588,31.25
70.6,30,34.359,23.343,30.883,33.525,28.778,28.186,29.553,31.254
70.7,30,34.51,23.341,31.048,33.578,28.881,28.118,29.518,31.257
70.8,30,34.655,23.341,31.21,33.629,28.985,28.051,29.483,31.26
70.9,30,34.795,23.343,31.371,33.678,29.089,27.986,29.449,31.264
71,30,34.929,23.347,31.528,33.725,29.193,27.921,29.416,31.266
71.1,30,35.058,23.353,31.683,33.769,29.296,27.858,29.382,31.269
71.2,30,35.182,23.36,31.836,33.812,29.4,27.796,29.349,31.272
71.3,30,35.3,23.369,31.985,33.852,29.503,27.735,29.317,31.275
71.4,30,35.413,23.379,32.131,33.891,29.606,27.675,29.285,31.277
71.5,30,35.521,23.391,32.274,33.928,29.709,27.617,29.253,31.279
