t(s),P=100mmHg,P=110mmHg,P=120mmHg,130mmHg,140mmHg,150mmHg,160mmHg,170mmHg,180mmHg
70.4,14.71,14.506,12.703,13.139,13.047,12.22,11.906,11.782,11.703
70.5,14.71,14.523,12.702,13.157,13.052,12.231,11.899,11.778,11.703
70.6,14.71,14.54,12.701,13.175,13.058,12.242,11.892,11.774,11.704
70.7,14.71,14.556,12.701,13.192,13.063,12.253,11.885,11.771,11.704
70.8,14.71,14.571,12.701,13.21,13.068,12.264,11.878,11.768,11.704
70.9,14.71,14.586,12.701,13.226,13.073,12.275,11.871,11.764,11.705
71,14.71,14.6,12.702,13.243,13.077,12.286,11.864,11.761,11.705
71.1,14.71,14.613,12.703,13.259,13.081,12.297,11.857,11.757,11.705
71.2,14.71,14.626,12.704,13.275,13.086,12.308,11.85,11.754,11.705
71.3,14.71,14.638,12.705,13.291,13.089,12.318,11.844,11.751,11.706
71.4,14.71,14.65,12.706,13.306,13.093,12.329,11.838,11.748,11.706
71.5,14.71,14.661,12.708,13.321,13.097,12.34,11.831,11.744,11.706
71.6,14.71,14.672,12.71,13.335,13.1,12.35,11.825,11.741,11.706
71.7,14.71,14.682,12.712,13.349,13.103,12.361,11.819,11.738,11.707
71.8,14.71,14.691,12.714,13.363,13.106,12.371,11.813,11.735,11.707
71.9,14.71,14.7,12.717,13.376,13.109,12.381,11.807,11.732,11.707
72,14.71,14.709,12.72,13.389,13.112,12.392,11.802,11.729,11.707
72.1,14.71,14.716,12.723,13.401,13.114,12.402,11.796,11.726,11.707
72.2,14.71,14.724,12.726,13.413,13.117,12.412,11.791,11.723,11.707
72.3,14.71,14.731,12.73,13.425,13.119,12.421,11.786,11.721,11.707
72.4,14.71,14.737,12.734,13.436,13.121,12.431,11.781,11.718,11.707
72.5,14.71,14.743,12.738,13.447,13.123,12.441,11.776,11.715,11.708
72.6,14.71,14.749,12.742,13.457,13.124,12.45,11.771,11.712,11.708
72.7,14.71,14.754,12.747,13.467,13.126,12.459,11.766,11.71,11.708
72.8,14.71,14.759,12.752,13.477,13.127,12.468,11.761,11.707,11.708
72.9,14.71,14.763,12.757,13.486,13.129,12.477,11.757,11.705,11.708
73,14.71,14.767,12.763,13.495,13.13,12.486,11.753,11.702,11.708
73.1,14.71,14.771,12.769,13.503,13.131,12.494,11.749,11.7,11.708
73.2,14.71,14.774,12.776,13.511,13.132,12.503,11.744,11.698,11.708
73.3,14.71,14.777,12.783,13.519,13.133,12.511,11.741,11.695,11.708
73.4,14.71,14.78,12.79,13.527,13.133,12.519,11.737,11.693,11.708
73.5,14.71,14.783,12.797,13.534,13.134,12.527,11.733,11.691,11.708
73.6,14.71,14.785,12.805,13.54,13.134,12.535,11.73,11.689,11.708
73.7,14.71,14.787,12.814,13.547,13.134,12.542,11.726,11.687,11.708
73.8,14.71,14.788,12.823,13.553,13.135,12.55,11.723,11.685,11.707
73.9,14.71,14.79,12.832,13.559,13.135,12.557,11.72,11.683,11.707
74,14.71,14.791,12.842,13.564,13.135,12.564,11.717,11.681,11.707
74.1,14.71,14.792,12.852,13.569,13.134,12.571,11.714,11.679,11.707
74.2,14.71,14.792,12.863,13.574,13.134,12.577,11.712,11.677,11.707
74.3,14.71,14.793,12.874,13.579,13.133,12.584,11.709,11.676,11.707
74.4,14.71,14.793,12.886,13.583,13.133,12.59,11.707,11.674,11.707
74.5,14.71,14.793,12.899,13.587,13.132,12.596,11.705,11.672,11.707
74.6,14.71,14.793,12.911,13.591,13.131,12.602,11.703,11.671,11.706
74.7,14.71,14.793,12.925,13.595,13.13,12.608,11.701,11.669,11.706
74.8,14.71,14.793,12.939,13.598,13.129,12.613,11.699,11.668,11.706
74.9,14.71,14.792,12.953,13.601,13.128,12.619,11.697,11.667,11.706
75,14.71,14.792,12.968,13.604,13.126,12.624,11.696,11.665,11.706
75.1,14.71,14.791,12.984,13.607,13.125,12.629,11.694,11.664,11.705
75.2,14.71,14.79,13,13.61,13.123,12.634,11.693,11.663,11.705
75.3,14.71,14.789,13.017,13.612,13.121,12.639,11.692,11.662,11.705
75.4,14.71,14.788,13.034,13.614,13.119,12.643,11.691,11.661,11.705
75.5,14.71,14.786,13.051,13.616,13.117,12.647,11.69,11.66,11.704
75.6,14.71,14.785,13.069,13.618,13.115,12.652,11.69,11.659,11.704
75.7,14.71,14.783,13.088,13.62,13.113,12.656,11.689,11.658,11.704
75.8,14.71,14.781,13.107,13.621,13.11,12.66,11.689,11.657,11.704
75.9,14.71,14.779,13.127,13.622,13.107,12.664,11.689,11.657,11.703
76,14.71,14.777,13.146,13.624,13.104,12.667,11.689,11.656,11.703
76.1,14.71,14.774,13.167,13.625,13.101,12.671,11.689,11.656,11.703
76.2,14.71,14.772,13.188,13.626,13.098,12.674,11.69,11.655,11.702
76.3,14.71,14.769,13.209,13.626,13.094,12.677,11.69,11.655,11.702
76.4,14.71,14.766,13.23,13.627,13.091,12.68,11.691,11.654,11.702
76.5,14.71,14.763,13.252,13.627,13.087,12.683,11.692,11.654,11.701
76.6,14.71,14.76,13.274,13.628,13.083,12.686,11.693,11.654,11.701
76.7,14.71,14.756,13.296,13.628,13.078,12.688,11.694,11.654,11.701
76.8,14.71,14.752,13.318,13.628,13.074,12.691,11.695,11.654,11.7
76.9,14.71,14.748,13.341,13.628,13.069,12.693,11.697,11.654,11.7
77,14.71,14.744,13.364,13.628,13.064,12.695,11.698,11.654,11.699
77.1,14.71,14.74,13.386,13.627,13.058,12.698,11.7,11.654,11.699
77.2,14.71,14.735,13.409,13.627,13.053,12.7,11.702,11.654,11.699
77.3,14.71,14.73,13.432,13.626,13.047,12.701,11.704,11.654,11.698
77.4,14.71,14.724,13.455,13.626,13.041,12.703,11.707,11.655,11.698
77.5,14.71,14.718,13.478,13.625,13.034,12.705,11.709,11.655,11.697
77.6,14.71,14.712,13.501,13.624,13.028,12.706,11.712,11.655,11.697
77.7,14.71,14.706,13.524,13.623,13.021,12.707,11.715,11.656,11.697
77.8,14.71,14.699,13.546,13.622,13.013,12.709,11.718,11.657,11.696
77.9,14.71,14.691,13.569,13.62,13.006,12.71,11.721,11.657,11.696
78,14.71,14.683,13.591,13.619,12.998,12.711,11.724,11.658,11.695
78.1,14.71,14.675,13.613,13.617,12.99,12.712,11.728,11.659,11.695
78.2,14.71,14.666,13.635,13.615,12.981,12.712,11.731,11.66,11.694
78.3,14.71,14.656,13.657,13.613,12.972,12.713,11.735,11.661,11.694
78.4,14.71,14.646,13.678,13.611,12.963,12.714,11.739,11.662,11.693
78.5,14.71,14.636,13.699,13.609,12.953,12.714,11.744,11.663,11.693
78.6,14.71,14.624,13.719,13.607,12.944,12.714,11.748,11.664,11.692
78.7,14.71,14.612,13.739,13.604,12.933,12.714,11.753,11.665,11.692
78.8,14.71,14.6,13.759,13.601,12.923,12.714,11.757,11.667,11.691
78.9,14.71,14.586,13.778,13.598,12.912,12.714,11.762,11.668,11.691
79,14.71,14.572,13.797,13.595,12.901,12.714,11.767,11.67,11.691
79.1,14.71,14.557,13.815,13.592,12.889,12.714,11.773,11.671,11.69
79.2,14.71,14.541,13.833,13.588,12.878,12.713,11.778,11.673,11.69
79.3,14.71,14.524,13.851,13.584,12.865,12.713,11.784,11.674,11.689
79.4,14.71,14.507,13.868,13.58,12.853,12.712,11.789,11.676,11.689
79.5,14.71,14.489,13.884,13.576,12.84,12.711,11.795,11.678,11.688
79.6,14.71,14.469,13.9,13.571,12.827,12.71,11.801,11.68,11.688
79.7,14.71,14.449,13.915,13.566,12.814,12.709,11.808,11.682,11.687
79.8,14.71,14.428,13.93,13.561,12.8,12.708,11.814,11.684,11.687
79.9,14.71,14.406,13.945,13.556,12.787,12.707,11.82,11.686,11.686
80,14.71,14.384,13.958,13.55,12.773,12.706,11.827,11.688,11.686
80.1,14.71,14.36,13.972,13.544,12.758,12.704,11.834,11.69,11.685
80.2,14.71,14.336,13.984,13.537,12.744,12.702,11.841,11.692,11.685
80.3,14.71,14.311,13.997,13.531,12.729,12.7,11.847,11.695,11.684
80.4,14.71,14.285,14.008,13.523,12.714,12.698,11.855,11.697,11.684
80.5,14.71,14.258,14.02,13.516,12.7,12.696,11.862,11.7,11.683
80.6,14.71,14.231,14.031,13.508,12.684,12.694,11.869,11.702,11.682
80.7,14.71,14.203,14.041,13.499,12.669,12.692,11.876,11.705,11.682
80.8,14.71,14.174,14.051,13.491,12.654,12.689,11.884,11.707,11.681
80.9,14.71,14.145,14.06,13.481,12.639,12.686,11.892,11.71,11.681
81,14.71,14.116,14.069,13.471,12.623,12.684,11.899,11.713,11.68
81.1,14.71,14.086,14.077,13.461,12.608,12.681,11.907,11.715,11.68
81.2,14.71,14.056,14.085,13.45,12.593,12.677,11.915,11.718,11.679
81.3,14.71,14.025,14.093,13.439,12.577,12.674,11.923,11.721,11.679
81.4,14.71,13.995,14.1,13.428,12.562,12.67,11.931,11.724,11.678
81.5,14.71,13.964,14.106,13.415,12.546,12.667,11.939,11.727,11.678
81.6,14.71,13.934,14.113,13.403,12.531,12.663,11.947,11.73,11.677
81.7,14.71,13.903,14.119,13.389,12.516,12.659,11.955,11.733,11.677
81.8,14.71,13.873,14.124,13.375,12.501,12.655,11.963,11.736,11.676
81.9,14.71,13.843,14.129,13.361,12.486,12.65,11.971,11.739,11.676
82,14.71,13.813,14.134,13.346,12.471,12.646,11.979,11.743,11.675
82.1,14.71,13.783,14.139,13.331,12.457,12.641,11.987,11.746,11.675
82.2,14.71,13.754,14.143,13.315,12.442,12.636,11.995,11.749,11.674
82.3,14.71,13.726,14.147,13.299,12.428,12.631,12.003,11.752,11.674
82.4,14.71,13.697,14.151,13.282,12.414,12.625,12.011,11.756,11.674
82.5,14.71,13.67,14.154,13.265,12.4,12.62,12.02,11.759,11.673
82.6,14.71,13.643,14.157,13.247,12.386,12.614,12.028,11.762,11.673
82.7,14.71,13.617,14.16,13.229,12.373,12.608,12.036,11.766,11.672
82.8,14.71,13.591,14.162,13.21,12.36,12.602,12.044,11.769,11.672
82.9,14.71,13.567,14.165,13.191,12.347,12.595,12.052,11.773,11.671
83,14.71,13.543,14.167,13.172,12.334,12.589,12.06,11.776,11.671
83.1,14.71,13.519,14.169,13.152,12.322,12.582,12.068,11.78,11.67
83.2,14.71,13.497,14.171,13.132,12.31,12.575,12.076,11.783,11.67
83.3,14.71,13.475,14.172,13.112,12.298,12.567,12.083,11.787,11.669
83.4,14.71,13.454,14.173,13.092,12.286,12.56,12.091,11.791,11.669
83.5,14.71,13.434,14.174,13.071,12.275,12.552,12.099,11.794,11.668
83.6,14.71,13.415,14.175,13.051,12.264,12.544,12.106,11.798,11.668
83.7,14.71,13.397,14.176,13.03,12.253,12.536,12.114,11.801,11.668
83.8,14.71,13.38,14.177,13.009,12.243,12.528,12.121,11.805,11.667
83.9,14.71,13.363,14.177,12.988,12.233,12.52,12.129,11.809,11.667
84,14.71,13.347,14.178,12.967,12.223,12.511,12.136,11.812,11.666
84.1,14.71,13.332,14.178,12.946,12.213,12.502,12.143,11.816,11.666
84.2,14.71,13.318,14.178,12.926,12.204,12.493,12.15,11.819,11.665
84.3,14.71,13.305,14.178,12.905,12.195,12.484,12.157,11.823,11.665
84.4,14.71,13.293,14.177,12.884,12.187,12.474,12.164,11.827,11.665
84.5,14.71,13.281,14.177,12.864,12.178,12.465,12.171,11.83,11.664
84.6,14.71,13.27,14.176,12.844,12.17,12.455,12.178,11.834,11.664
84.7,14.71,13.259,14.176,12.824,12.163,12.445,12.184,11.837,11.663
84.8,14.71,13.25,14.175,12.804,12.155,12.435,12.191,11.841,11.663
84.9,14.71,13.241,14.174,12.785,12.148,12.425,12.197,11.845,11.663
85,14.71,13.233,14.173,12.766,12.141,12.415,12.203,11.848,11.662
85.1,14.71,13.225,14.172,12.747,12.135,12.405,12.209,11.852,11.662
85.2,14.71,13.218,14.17,12.728,12.129,12.394,12.215,11.855,11.662
85.3,14.71,13.211,14.169,12.71,12.123,12.384,12.221,11.859,11.661
85.4,14.71,13.205,14.167,12.693,12.117,12.373,12.227,11.862,11.661
85.5,14.71,13.2,14.165,12.675,12.112,12.362,12.233,11.866,11.661
85.6,14.71,13.195,14.164,12.658,12.107,12.351,12.238,11.869,11.66
85.7,14.71,13.191,14.161,12.642,12.102,12.341,12.244,11.873,11.66
85.8,14.71,13.187,14.159,12.626,12.098,12.33,12.249,11.876,11.66
85.9,14.71,13.184,14.157,12.61,12.093,12.319,12.254,11.879,11.659
86,14.71,13.18,14.154,12.595,12.089,12.308,12.259,11.883,11.659
86.1,14.71,13.178,14.151,12.581,12.086,12.297,12.264,11.886,11.659
86.2,14.71,13.176,14.148,12.566,12.082,12.286,12.269,11.889,11.658
86.3,14.71,13.174,14.145,12.553,12.079,12.275,12.273,11.893,11.658
86.4,14.71,13.172,14.142,12.539,12.076,12.264,12.278,11.896,11.658
86.5,14.71,13.171,14.138,12.527,12.074,12.253,12.282,11.899,11.658
86.6,14.71,13.17,14.134,12.514,12.071,12.242,12.287,11.902,11.657
86.7,14.71,13.169,14.13,12.502,12.069,12.231,12.291,11.905,11.657
86.8,14.71,13.169,14.126,12.491,12.068,12.22,12.295,11.908,11.657
86.9,14.71,13.169,14.121,12.48,12.066,12.21,12.299,11.911,11.657
87,14.71,13.169,14.116,12.469,12.065,12.199,12.303,11.914,11.656
87.1,14.71,13.17,14.11,12.459,12.064,12.188,12.307,11.917,11.656
87.2,14.71,13.17,14.105,12.45,12.063,12.178,12.31,11.92,11.656
87.3,14.71,13.171,14.099,12.441,12.063,12.168,12.314,11.923,11.656
87.4,14.71,13.172,14.092,12.432,12.062,12.157,12.317,11.925,11.655
87.5,14.71,13.173,14.085,12.424,12.062,12.147,12.32,11.928,11.655
87.6,14.71,13.175,14.078,12.416,12.063,12.137,12.323,11.931,11.655
87.7,14.71,13.177,14.07,12.408,12.063,12.127,12.326,11.933,11.655
87.8,14.71,13.178,14.062,12.401,12.064,12.118,12.329,11.936,11.655
87.9,14.71,13.18,14.053,12.394,12.065,12.108,12.332,11.938,11.654
88,14.71,13.183,14.044,12.388,12.067,12.098,12.335,11.941,11.654
88.1,14.71,13.185,14.034,12.382,12.069,12.089,12.337,11.943,11.654
88.2,14.71,13.188,14.024,12.376,12.071,12.08,12.34,11.946,11.654
88.3,14.71,13.191,14.013,12.371,12.073,12.071,12.342,11.948,11.654
88.4,14.71,13.194,14.002,12.366,12.075,12.062,12.344,11.95,11.654
88.5,14.71,13.197,13.99,12.362,12.078,12.053,12.346,11.952,11.654
88.6,14.71,13.2,13.977,12.357,12.081,12.045,12.348,11.955,11.653
88.7,14.71,13.204,13.963,12.353,12.085,12.037,12.35,11.957,11.653
88.8,14.71,13.208,13.949,12.35,12.089,12.029,12.352,11.959,11.653
88.9,14.71,13.212,13.934,12.347,12.093,12.021,12.354,11.961,11.653
89,14.71,13.217,13.919,12.344,12.097,12.013,12.355,11.963,11.653
89.1,14.71,13.221,13.903,12.341,12.102,12.005,12.357,11.964,11.653
89.2,14.71,13.226,13.886,12.339,12.107,11.998,12.358,11.966,11.653
89.3,14.71,13.231,13.868,12.337,12.112,11.991,12.359,11.968,11.653
89.4,14.71,13.237,13.849,12.335,12.118,11.984,12.36,11.97,11.653
89.5,14.71,13.243,13.83,12.333,12.124,11.977,12.361,11.971,11.653
89.6,14.71,13.249,13.811,12.332,12.13,11.97,12.362,11.973,11.653
89.7,14.71,13.256,13.79,12.331,12.137,11.964,12.363,11.974,11.653
89.8,14.71,13.262,13.769,12.33,12.144,11.958,12.364,11.976,11.653
89.9,14.71,13.27,13.747,12.33,12.151,11.952,12.364,11.977,11.652
90,14.71,13.277,13.725,12.33,12.159,11.946,12.365,11.978,11.652
90.1,14.71,13.286,13.702,12.33,12.167,11.94,12.365,11.979,11.652
90.2,14.71,13.294,13.678,12.33,12.175,11.935,12.365,11.981,11.652
90.3,14.71,13.303,13.654,12.331,12.184,11.93,12.366,11.982,11.652
90.4,14.71,13.313,13.63,12.332,12.193,11.925,12.366,11.983,11.652
90.5,14.71,13.323,13.605,12.333,12.202,11.92,12.366,11.984,11.652
90.6,14.71,13.333,13.58,12.334,12.212,11.915,12.365,11.984,11.652
90.7,14.71,13.344,13.554,12.336,12.222,11.911,12.365,11.985,11.652
90.8,14.71,13.356,13.529,12.338,12.232,11.907,12.365,11.986,11.653
90.9,14.71,13.368,13.503,12.34,12.243,11.903,12.364,11.987,11.653
91,14.71,13.381,13.477,12.343,12.254,11.899,12.364,11.987,11.653
91.1,14.71,13.394,13.451,12.345,12.265,11.895,12.363,11.988,11.653
91.2,14.71,13.408,13.425,12.348,12.277,11.892,12.362,11.988,11.653
91.3,14.71,13.423,13.399,12.352,12.289,11.889,12.361,11.989,11.653
91.4,14.71,13.438,13.373,12.355,12.301,11.886,12.36,11.989,11.653
91.5,14.71,13.454,13.347,12.359,12.314,11.883,12.359,11.99,11.653
91.6,14.71,13.47,13.321,12.364,12.327,11.881,12.358,11.99,11.653
91.7,14.71,13.487,13.296,12.368,12.34,11.878,12.356,11.99,11.653
91.8,14.71,13.505,13.271,12.373,12.353,11.876,12.355,11.99,11.653
91.9,14.71,13.523,13.246,12.379,12.366,11.874,12.353,11.99,11.653
92,14.71,13.542,13.221,12.384,12.38,11.873,12.351,11.99,11.653
92.1,14.71,13.561,13.197,12.39,12.394,11.871,12.349,11.99,11.654
92.2,14.71,13.581,13.174,12.397,12.408,11.87,12.347,11.99,11.654
92.3,14.71,13.602,13.151,12.404,12.423,11.869,12.345,11.99,11.654
92.4,14.71,13.623,13.128,12.411,12.437,11.868,12.343,11.989,11.654
92.5,14.71,13.645,13.106,12.418,12.452,11.868,12.341,11.989,11.654
92.6,14.71,13.667,13.085,12.426,12.466,11.867,12.338,11.988,11.654
92.7,14.71,13.69,13.064,12.435,12.481,11.867,12.335,11.988,11.654
92.8,14.71,13.714,13.044,12.443,12.496,11.867,12.333,11.987,11.654
92.9,14.71,13.737,13.024,12.453,12.511,11.867,12.33,11.987,11.655
93,14.71,13.761,13.005,12.462,12.526,11.868,12.327,11.986,11.655
93.1,14.71,13.786,12.987,12.472,12.541,11.868,12.324,11.985,11.655
93.2,14.71,13.811,12.969,12.483,12.556,11.869,12.32,11.984,11.655
93.3,14.71,13.836,12.952,12.494,12.571,11.871,12.317,11.983,11.655
93.4,14.71,13.862,12.936,12.505,12.587,11.872,12.313,11.983,11.656
93.5,14.71,13.887,12.92,12.517,12.602,11.874,12.309,11.981,11.656
93.6,14.71,13.913,12.905,12.529,12.617,11.875,12.306,11.98,11.656
93.7,14.71,13.939,12.89,12.542,12.632,11.878,12.302,11.979,11.656
93.8,14.71,13.965,12.877,12.555,12.646,11.88,12.298,11.978,11.656
93.9,14.71,13.992,12.864,12.568,12.661,11.883,12.293,11.977,11.657
94,14.71,14.018,12.851,12.582,12.676,11.885,12.289,11.975,11.657
94.1,14.71,14.044,12.839,12.597,12.69,11.888,12.284,11.974,11.657
94.2,14.71,14.071,12.828,12.612,12.705,11.892,12.28,11.973,11.657
94.3,14.71,14.097,12.817,12.627,12.719,11.895,12.275,11.971,11.657
94.4,14.71,14.123,12.807,12.643,12.733,11.899,12.27,11.969,11.658
94.5,14.71,14.149,12.798,12.659,12.747,11.903,12.265,11.968,11.658
94.6,14.71,14.174,12.789,12.675,12.76,11.907,12.26,11.966,11.658
94.7,14.71,14.2,12.78,12.692,12.774,11.912,12.254,11.964,11.658
94.8,14.71,14.225,12.772,12.709,12.787,11.917,12.249,11.962,11.659
94.9,14.71,14.25,12.765,12.726,12.8,11.922,12.243,11.961,11.659
95,14.71,14.274,12.758,12.744,12.813,11.927,12.237,11.959,11.659
95.1,14.71,14.298,12.751,12.762,12.825,11.933,12.232,11.957,11.659
95.2,14.71,14.322,12.745,12.78,12.838,11.938,12.226,11.955,11.66
95.3,14.71,14.345,12.74,12.798,12.85,11.944,12.22,11.953,11.66
95.4,14.71,14.367,12.735,12.817,12.861,11.951,12.213,11.95,11.66
95.5,14.71,14.39,12.73,12.836,12.873,11.957,12.207,11.948,11.661
95.6,14.71,14.411,12.726,12.855,12.884,11.964,12.201,11.946,11.661
95.7,14.71,14.432,12.722,12.874,12.895,11.971,12.194,11.944,11.661
95.8,14.71,14.453,12.718,12.893,12.906,11.978,12.187,11.941,11.661
95.9,14.71,14.473,12.715,12.912,12.916,11.985,12.181,11.939,11.662
96,14.71,14.492,12.712,12.931,12.926,11.993,12.174,11.936,11.662
96.1,14.71,14.511,12.71,12.951,12.936,12.001,12.167,11.934,11.662
96.2,14.71,14.529,12.708,12.97,12.946,12.009,12.16,11.931,11.663
96.3,14.71,14.546,12.706,12.989,12.955,12.018,12.153,11.929,11.663
96.4,14.71,14.563,12.704,13.009,12.964,12.026,12.146,11.926,11.663
96.5,14.71,14.579,12.703,13.028,12.973,12.035,12.139,11.924,11.663
96.6,14.71,14.594,12.702,13.047,12.981,12.044,12.131,11.921,11.664
96.7,14.71,14.609,12.701,13.066,12.99,12.053,12.124,11.918,11.664
96.8,14.71,14.623,12.701,13.085,12.997,12.062,12.117,11.915,11.664
96.9,14.71,14.637,12.7,13.103,13.005,12.072,12.109,11.912,11.665
97,14.71,14.65,12.7,13.122,13.013,12.081,12.102,11.91,11.665
97.1,14.71,14.662,12.701,13.14,13.02,12.091,12.094,11.907,11.665
97.2,14.71,14.674,12.701,13.158,13.027,12.101,12.087,11.904,11.666
97.3,14.71,14.685,12.702,13.175,13.033,12.111,12.079,11.901,11.666
97.4,14.71,14.695,12.703,13.193,13.039,12.121,12.071,11.898,11.666
97.5,14.71,14.705,12.704,13.21,13.046,12.132,12.064,11.895,11.666
97.6,14.71,14.714,12.705,13.227,13.051,12.142,12.056,11.892,11.667
97.7,14.71,14.723,12.707,13.243,13.057,12.153,12.049,11.889,11.667
97.8,14.71,14.731,12.709,13.259,13.063,12.163,12.041,11.886,11.667
97.9,14.71,14.739,12.711,13.275,13.068,12.174,12.033,11.883,11.668
98,14.71,14.746,12.713,13.291,13.073,12.185,12.026,11.88,11.668
98.1,14.71,14.753,12.715,13.306,13.077,12.196,12.018,11.877,11.668
98.2,14.71,14.759,12.718,13.32,13.082,12.207,12.011,11.873,11.669
98.3,14.71,14.765,12.721,13.335,13.086,12.218,12.003,11.87,11.669
98.4,14.71,14.77,12.724,13.349,13.09,12.229,11.996,11.867,11.669
98.5,14.71,14.775,12.728,13.362,13.094,12.24,11.988,11.864,11.67
98.6,14.71,14.78,12.732,13.375,13.098,12.251,11.981,11.861,11.67
98.7,14.71,14.784,12.736,13.388,13.101,12.262,11.973,11.857,11.67
98.8,14.71,14.788,12.74,13.4,13.105,12.273,11.966,11.854,11.671
98.9,14.71,14.791,12.745,13.412,13.108,12.284,11.959,11.851,11.671
99,14.71,14.794,12.75,13.424,13.111,12.294,11.952,11.848,11.671
99.1,14.71,14.797,12.755,13.435,13.114,12.305,11.944,11.845,11.671
99.2,14.71,14.799,12.761,13.446,13.116,12.316,11.937,11.841,11.672
99.3,14.71,14.801,12.767,13.456,13.119,12.327,11.93,11.838,11.672
99.4,14.71,14.803,12.773,13.466,13.121,12.338,11.923,11.835,11.672
99.5,14.71,14.805,12.78,13.476,13.123,12.348,11.917,11.832,11.673
99.6,14.71,14.806,12.787,13.485,13.125,12.359,11.91,11.829,11.673
99.7,14.71,14.808,12.794,13.494,13.127,12.369,11.903,11.825,11.673
99.8,14.71,14.809,12.802,13.502,13.129,12.379,11.896,11.822,11.674
99.9,14.71,14.809,12.811,13.51,13.13,12.39,11.89,11.819,11.674
100,14.71,14.81,12.819,13.518,13.132,12.4,11.884,11.816,11.674
100.1,14.71,14.81,12.829,13.525,13.133,12.41,11.877,11.813,11.674
100.2,14.71,14.81,12.838,13.532,13.134,12.42,11.871,11.809,11.675
100.3,14.71,14.811,12.849,13.539,13.135,12.429,11.865,11.806,11.675
100.4,14.71,14.81,12.859,13.545,13.136,12.439,11.859,11.803,11.675
100.5,14.71,14.81,12.87,13.551,13.137,12.448,11.853,11.8,11.676
100.6,14.71,14.81,12.882,13.557,13.138,12.458,11.847,11.797,11.676
100.7,14.71,14.809,12.894,13.563,13.138,12.467,11.841,11.794,11.676
100.8,14.71,14.808,12.907,13.568,13.139,12.476,11.836,11.791,11.676
100.9,14.71,14.807,12.92,13.573,13.139,12.484,11.83,11.788,11.677
101,14.71,14.806,12.934,13.577,13.139,12.493,11.825,11.785,11.677
101.1,14.71,14.805,12.948,13.582,13.139,12.501,11.82,11.782,11.677
101.2,14.71,14.804,12.963,13.586,13.139,12.51,11.815,11.779,11.678
101.3,14.71,14.803,12.979,13.59,13.139,12.518,11.81,11.776,11.678
101.4,14.71,14.801,12.994,13.593,13.138,12.526,11.805,11.773,11.678
101.5,14.71,14.799,13.011,13.597,13.138,12.533,11.8,11.77,11.678
101.6,14.71,14.797,13.028,13.6,13.137,12.541,11.795,11.767,11.679
101.7,14.71,14.795,13.045,13.603,13.137,12.548,11.791,11.765,11.679
101.8,14.71,14.793,13.063,13.606,13.136,12.556,11.786,11.762,11.679
101.9,14.71,14.791,13.082,13.608,13.135,12.563,11.782,11.759,11.679
102,14.71,14.789,13.101,13.61,13.134,12.569,11.778,11.756,11.68
102.1,14.71,14.786,13.12,13.613,13.132,12.576,11.774,11.754,11.68
102.2,14.71,14.783,13.14,13.615,13.131,12.583,11.77,11.751,11.68
102.3,14.71,14.78,13.16,13.616,13.129,12.589,11.766,11.749,11.68
102.4,14.71,14.777,13.181,13.618,13.128,12.595,11.763,11.746,11.68
102.5,14.71,14.773,13.202,13.619,13.126,12.601,11.759,11.744,11.681
102.6,14.71,14.77,13.223,13.621,13.124,12.607,11.756,11.741,11.681
102.7,14.71,14.766,13.245,13.622,13.122,12.612,11.753,11.739,11.681
102.8,14.71,14.762,13.267,13.623,13.12,12.618,11.749,11.736,11.681
102.9,14.71,14.757,13.289,13.624,13.117,12.623,11.747,11.734,11.682
103,14.71,14.753,13.311,13.625,13.115,12.628,11.744,11.731,11.682
103.1,14.71,14.748,13.334,13.625,13.112,12.633,11.741,11.729,11.682
103.2,14.71,14.742,13.357,13.626,13.109,12.638,11.738,11.727,11.682
103.3,14.71,14.737,13.379,13.626,13.106,12.643,11.736,11.725,11.682
103.4,14.71,14.731,13.402,13.626,13.102,12.647,11.734,11.723,11.682
103.5,14.71,14.724,13.425,13.626,13.099,12.651,11.731,11.721,11.683
103.6,14.71,14.717,13.448,13.626,13.095,12.655,11.729,11.719,11.683
103.7,14.71,14.71,13.471,13.626,13.091,12.659,11.728,11.717,11.683
103.8,14.71,14.702,13.494,13.626,13.087,12.663,11.726,11.715,11.683
103.9,14.71,14.693,13.517,13.625,13.083,12.667,11.724,11.713,11.683
104,14.71,14.685,13.54,13.625,13.078,12.67,11.723,11.711,11.683
104.1,14.71,14.675,13.562,13.624,13.073,12.674,11.721,11.709,11.684
104.2,14.71,14.665,13.585,13.623,13.068,12.677,11.72,11.707,11.684
104.3,14.71,14.654,13.607,13.622,13.063,12.68,11.719,11.706,11.684
104.4,14.71,14.643,13.629,13.621,13.057,12.683,11.718,11.704,11.684
104.5,14.71,14.63,13.65,13.62,13.051,12.686,11.718,11.702,11.684
104.6,14.71,14.617,13.671,13.618,13.045,12.688,11.717,11.701,11.684
104.7,14.71,14.604,13.692,13.617,13.039,12.691,11.717,11.699,11.684
104.8,14.71,14.589,13.713,13.615,13.032,12.693,11.716,11.698,11.685
104.9,14.71,14.574,13.733,13.613,13.025,12.695,11.716,11.696,11.685
105,14.71,14.557,13.753,13.611,13.018,12.698,11.716,11.695,11.685
105.1,14.71,14.54,13.773,13.609,13.01,12.699,11.716,11.694,11.685
105.2,14.71,14.522,13.792,13.607,13.002,12.701,11.716,11.692,11.685
105.3,14.71,14.503,13.81,13.605,12.994,12.703,11.717,11.691,11.685
