t(s),P=100mmHg,P=110mmHg,P=120mmHg,130mmHg,140mmHg,150mmHg,160mmHg,170mmHg,180mmHg
0,14.71,14.71,13.78,13.694,12.522,12.437,12.687,12.039,11.873
0.1,14.71,14.802,13.891,13.755,12.588,12.499,12.768,12.108,11.948
0.2,14.71,14.88,13.99,13.804,12.644,12.552,12.838,12.166,12.013
0.3,14.71,14.946,14.078,13.843,12.691,12.596,12.898,12.216,12.068
0.4,14.71,15.001,14.155,13.872,12.729,12.632,12.948,12.258,12.116
0.5,14.71,15.044,14.223,13.891,12.76,12.66,12.99,12.293,12.157
0.6,14.71,15.078,14.281,13.902,12.784,12.682,13.025,12.321,12.192
0.7,14.71,15.102,14.33,13.905,12.802,12.698,13.053,12.344,12.221
0.8,14.71,15.116,14.371,13.901,12.815,12.709,13.074,12.362,12.246
0.9,14.71,15.123,14.405,13.892,12.822,12.715,13.091,12.376,12.266
1,14.71,15.122,14.431,13.877,12.825,12.717,13.102,12.386,12.282
1.1,14.71,15.114,14.452,13.857,12.824,12.715,13.109,12.393,12.295
1.2,14.71,15.101,14.466,13.833,12.82,12.71,13.113,12.397,12.305
1.3,14.71,15.082,14.475,13.805,12.813,12.702,13.113,12.398,12.313
1.4,14.71,15.058,14.48,13.774,12.803,12.692,13.11,12.397,12.318
1.5,14.71,15.03,14.48,13.74,12.791,12.68,13.105,12.394,12.321
1.6,14.71,14.999,14.477,13.704,12.776,12.666,13.097,12.389,12.323
1.7,14.71,14.964,14.471,13.666,12.761,12.65,13.088,12.383,12.324
1.8,14.71,14.927,14.462,13.626,12.743,12.633,13.077,12.376,12.323
1.9,14.71,14.889,14.45,13.586,12.725,12.615,13.065,12.368,12.321
2,14.71,14.848,14.437,13.544,12.706,12.597,13.052,12.359,12.318
2.1,14.71,14.807,14.422,13.502,12.686,12.577,13.038,12.349,12.314
2.2,14.71,14.765,14.406,13.459,12.665,12.557,13.022,12.338,12.31
2.3,14.71,14.723,14.389,13.417,12.644,12.537,13.007,12.327,12.305
2.4,14.71,14.68,14.372,13.374,12.623,12.516,12.991,12.316,12.3
2.5,14.71,14.638,14.354,13.331,12.602,12.495,12.974,12.304,12.294
2.6,14.71,14.597,14.336,13.289,12.58,12.474,12.957,12.292,12.288
2.7,14.71,14.556,14.318,13.247,12.559,12.453,12.94,12.28,12.282
2.8,14.71,14.516,14.3,13.205,12.538,12.432,12.923,12.267,12.275
2.9,14.71,14.477,14.282,13.165,12.517,12.411,12.906,12.255,12.269
3,14.71,14.44,14.265,13.125,12.496,12.391,12.889,12.242,12.262
3.1,14.71,14.404,14.248,13.085,12.476,12.37,12.872,12.23,12.255
3.2,14.71,14.369,14.233,13.047,12.456,12.35,12.855,12.217,12.248
3.3,14.71,14.336,14.217,13.01,12.437,12.33,12.838,12.205,12.241
3.4,14.71,14.305,14.203,12.973,12.418,12.311,12.822,12.192,12.234
3.5,14.71,14.275,14.189,12.938,12.4,12.292,12.805,12.18,12.227
3.6,14.71,14.246,14.177,12.904,12.382,12.273,12.789,12.168,12.22
3.7,14.71,14.22,14.165,12.871,12.365,12.255,12.773,12.156,12.213
3.8,14.71,14.195,14.154,12.839,12.348,12.237,12.758,12.144,12.206
3.9,14.71,14.171,14.144,12.808,12.332,12.219,12.742,12.132,12.199
4,14.71,14.15,14.135,12.778,12.317,12.202,12.727,12.12,12.192
4.1,14.71,14.13,14.127,12.749,12.303,12.186,12.712,12.109,12.185
4.2,14.71,14.111,14.12,12.722,12.289,12.17,12.698,12.097,12.179
4.3,14.71,14.093,14.114,12.695,12.276,12.154,12.683,12.086,12.172
4.4,14.71,14.077,14.108,12.67,12.263,12.139,12.669,12.075,12.165
4.5,14.71,14.061,14.103,12.645,12.251,12.125,12.655,12.064,12.159
4.6,14.71,14.046,14.099,12.622,12.24,12.111,12.641,12.053,12.152
4.7,14.71,14.032,14.095,12.6,12.229,12.097,12.627,12.043,12.146
4.8,14.71,14.019,14.092,12.578,12.219,12.084,12.614,12.032,12.139
4.9,14.71,14.005,14.089,12.558,12.209,12.071,12.6,12.022,12.133
5,14.71,13.992,14.087,12.539,12.2,12.058,12.587,12.012,12.126
5.1,14.71,13.98,14.085,12.52,12.192,12.046,12.573,12.002,12.12
5.2,14.71,13.967,14.084,12.502,12.184,12.035,12.56,11.992,12.114
5.3,14.71,13.954,14.083,12.486,12.177,12.023,12.546,11.982,12.107
5.4,14.71,13.941,14.082,12.47,12.17,12.012,12.533,11.973,12.101
5.5,14.71,13.929,14.081,12.455,12.163,12.002,12.519,11.963,12.094
5.6,14.71,13.916,14.08,12.44,12.157,11.992,12.505,11.954,12.088
5.7,14.71,13.902,14.08,12.427,12.152,11.982,12.492,11.945,12.082
5.8,14.71,13.889,14.079,12.414,12.147,11.972,12.478,11.936,12.075
5.9,14.71,13.876,14.079,12.402,12.142,11.963,12.463,11.927,12.069
6,14.71,13.862,14.078,12.391,12.138,11.955,12.449,11.918,12.063
6.1,14.71,13.848,14.078,12.38,12.134,11.946,12.435,11.909,12.056
6.2,14.71,13.834,14.077,12.37,12.131,11.938,12.42,11.901,12.05
6.3,14.71,13.82,14.077,12.361,12.128,11.93,12.406,11.892,12.044
6.4,14.71,13.806,14.076,12.352,12.125,11.923,12.391,11.884,12.037
6.5,14.71,13.792,14.075,12.343,12.123,11.915,12.376,11.876,12.031
6.6,14.71,13.777,14.074,12.336,12.121,11.908,12.361,11.868,12.025
6.7,14.71,13.763,14.073,12.328,12.12,11.902,12.346,11.86,12.018
6.8,14.71,13.749,14.072,12.322,12.118,11.896,12.331,11.852,12.012
6.9,14.71,13.735,14.071,12.315,12.118,11.89,12.316,11.844,12.006
7,14.71,13.721,14.069,12.31,12.117,11.884,12.301,11.836,11.999
7.1,14.71,13.707,14.067,12.304,12.117,11.878,12.285,11.829,11.993
7.2,14.71,13.694,14.065,12.299,12.118,11.873,12.27,11.821,11.987
7.3,14.71,13.681,14.063,12.295,12.118,11.868,12.255,11.814,11.981
7.4,14.71,13.668,14.061,12.29,12.119,11.864,12.24,11.807,11.974
7.5,14.71,13.655,14.059,12.287,12.121,11.859,12.225,11.8,11.968
7.6,14.71,13.643,14.056,12.283,12.122,11.855,12.209,11.793,11.962
7.7,14.71,13.631,14.053,12.28,12.125,11.851,12.194,11.786,11.956
7.8,14.71,13.619,14.05,12.277,12.127,11.848,12.179,11.78,11.95
7.9,14.71,13.608,14.047,12.274,12.13,11.844,12.164,11.773,11.944
8,14.71,13.597,14.044,12.272,12.133,11.841,12.15,11.767,11.938
8.1,14.71,13.586,14.04,12.27,12.137,11.839,12.135,11.76,11.932
8.2,14.71,13.577,14.036,12.268,12.141,11.836,12.12,11.754,11.926
8.3,14.71,13.567,14.032,12.266,12.145,11.834,12.106,11.748,11.92
8.4,14.71,13.558,14.028,12.265,12.15,11.832,12.092,11.742,11.914
8.5,14.71,13.55,14.023,12.264,12.155,11.83,12.077,11.736,11.908
8.6,14.71,13.542,14.019,12.263,12.16,11.829,12.063,11.73,11.903
8.7,14.71,13.534,14.014,12.262,12.166,11.827,12.05,11.725,11.897
8.8,14.71,13.527,14.009,12.262,12.172,11.826,12.036,11.719,11.891
8.9,14.71,13.52,14.003,12.261,12.179,11.826,12.023,11.714,11.885
9,14.71,13.514,13.998,12.261,12.186,11.825,12.009,11.708,11.88
9.1,14.71,13.509,13.992,12.261,12.194,11.825,11.996,11.703,11.874
9.2,14.71,13.503,13.985,12.261,12.201,11.825,11.984,11.698,11.869
9.3,14.71,13.499,13.979,12.262,12.21,11.826,11.971,11.693,11.863
9.4,14.71,13.494,13.972,12.262,12.218,11.826,11.959,11.688,11.858
9.5,14.71,13.491,13.965,12.263,12.227,11.827,11.946,11.683,11.853
9.6,14.71,13.487,13.957,12.264,12.236,11.828,11.934,11.679,11.847
9.7,14.71,13.484,13.949,12.265,12.246,11.83,11.923,11.674,11.842
9.8,14.71,13.482,13.941,12.266,12.256,11.832,11.911,11.67,11.837
9.9,14.71,13.48,13.932,12.268,12.267,11.834,11.9,11.665,11.832
10,14.71,13.478,13.923,12.269,12.277,11.836,11.889,11.661,11.827
10.1,14.71,13.477,13.913,12.271,12.289,11.838,11.878,11.657,11.822
10.2,14.71,13.476,13.903,12.273,12.3,11.841,11.867,11.653,11.817
10.3,14.71,13.475,13.893,12.275,12.312,11.845,11.857,11.649,11.812
10.4,14.71,13.475,13.882,12.278,12.324,11.848,11.847,11.645,11.807
10.5,14.71,13.475,13.87,12.28,12.336,11.852,11.837,11.641,11.802
10.6,14.71,13.476,13.858,12.283,12.349,11.856,11.827,11.638,11.797
10.7,14.71,13.476,13.845,12.286,12.362,11.86,11.817,11.634,11.793
10.8,14.71,13.478,13.832,12.289,12.376,11.865,11.808,11.631,11.788
10.9,14.71,13.479,13.818,12.293,12.389,11.87,11.799,11.627,11.783
11,14.71,13.481,13.803,12.296,12.403,11.875,11.79,11.624,11.779
11.1,14.71,13.483,13.788,12.3,12.417,11.881,11.781,11.621,11.774
11.2,14.71,13.485,13.772,12.305,12.431,11.886,11.773,11.618,11.77
11.3,14.71,13.488,13.756,12.309,12.445,11.893,11.764,11.614,11.766
11.4,14.71,13.491,13.739,12.314,12.46,11.899,11.756,11.612,11.761
11.5,14.71,13.494,13.722,12.319,12.475,11.906,11.748,11.609,11.757
11.6,14.71,13.498,13.703,12.325,12.489,11.913,11.74,11.606,11.753
11.7,14.71,13.502,13.685,12.33,12.504,11.92,11.733,11.603,11.749
11.8,14.71,13.506,13.665,12.337,12.519,11.928,11.726,11.601,11.745
11.9,14.71,13.511,13.646,12.343,12.534,11.936,11.718,11.598,11.741
12,14.71,13.515,13.625,12.35,12.55,11.944,11.712,11.596,11.737
12.1,14.71,13.52,13.605,12.358,12.565,11.952,11.705,11.594,11.733
12.2,14.71,13.526,13.583,12.365,12.58,11.961,11.698,11.591,11.729
12.3,14.71,13.531,13.562,12.374,12.595,11.97,11.692,11.589,11.725
12.4,14.71,13.537,13.54,12.382,12.61,11.979,11.685,11.587,11.721
12.5,14.71,13.543,13.517,12.391,12.625,11.989,11.679,11.585,11.718
12.6,14.71,13.549,13.495,12.401,12.64,11.999,11.673,11.583,11.714
12.7,14.71,13.556,13.472,12.411,12.655,12.009,11.668,11.582,11.71
12.8,14.71,13.563,13.449,12.421,12.67,12.019,11.662,11.58,11.707
12.9,14.71,13.57,13.425,12.433,12.685,12.029,11.657,11.578,11.703
13,14.71,13.577,13.402,12.444,12.699,12.04,11.651,11.577,11.7
13.1,14.71,13.585,13.379,12.456,12.714,12.051,11.646,11.575,11.696
13.2,14.71,13.593,13.355,12.469,12.728,12.062,11.641,11.574,11.693
13.3,14.71,13.601,13.332,12.482,12.742,12.073,11.636,11.573,11.69
13.4,14.71,13.609,13.308,12.495,12.756,12.084,11.632,11.571,11.686
13.5,14.71,13.618,13.285,12.509,12.77,12.096,11.627,11.57,11.683
13.6,14.71,13.627,13.262,12.524,12.783,12.108,11.623,11.569,11.68
13.7,14.71,13.636,13.239,12.539,12.796,12.119,11.618,11.568,11.677
13.8,14.71,13.645,13.217,12.554,12.81,12.131,11.614,11.567,11.674
13.9,14.71,13.655,13.195,12.571,12.822,12.143,11.61,11.567,11.671
14,14.71,13.664,13.173,12.587,12.835,12.155,11.606,11.566,11.668
14.1,14.71,13.674,13.151,12.604,12.847,12.168,11.603,11.565,11.665
14.2,14.71,13.685,13.13,12.621,12.859,12.18,11.599,11.565,11.662
14.3,14.71,13.695,13.109,12.639,12.871,12.192,11.595,11.564,11.659
14.4,14.71,13.705,13.089,12.658,12.882,12.204,11.592,11.564,11.656
14.5,14.71,13.716,13.069,12.676,12.894,12.217,11.589,11.563,11.653
14.6,14.71,13.727,13.049,12.695,12.905,12.229,11.586,11.563,11.65
14.7,14.71,13.738,13.031,12.715,12.915,12.241,11.583,11.563,11.648
14.8,14.71,13.75,13.012,12.734,12.925,12.253,11.58,11.563,11.645
14.9,14.71,13.761,12.995,12.754,12.936,12.266,11.577,11.563,11.642
15,14.71,13.773,12.977,12.774,12.945,12.278,11.574,11.563,11.64
15.1,14.71,13.784,12.961,12.795,12.955,12.29,11.571,11.563,11.637
15.2,14.71,13.796,12.945,12.816,12.964,12.302,11.569,11.563,11.635
15.3,14.71,13.808,12.929,12.836,12.973,12.314,11.567,11.564,11.632
15.4,14.71,13.82,12.914,12.857,12.981,12.326,11.564,11.564,11.63
15.5,14.71,13.832,12.9,12.878,12.99,12.338,11.562,11.564,11.628
15.6,14.71,13.845,12.886,12.9,12.998,12.349,11.56,11.565,11.625
15.7,14.71,13.857,12.873,12.921,13.005,12.361,11.558,11.566,11.623
15.8,14.71,13.869,12.86,12.942,13.013,12.372,11.556,11.566,11.621
15.9,14.71,13.882,12.848,12.963,13.02,12.383,11.554,11.567,11.618
16,14.71,13.894,12.837,12.984,13.027,12.395,11.553,11.568,11.616
16.1,14.71,13.907,12.826,13.005,13.033,12.405,11.551,11.569,11.614
16.2,14.71,13.919,12.815,13.026,13.04,12.416,11.549,11.57,11.612
16.3,14.71,13.932,12.805,13.047,13.046,12.427,11.548,11.571,11.61
16.4,14.71,13.945,12.796,13.068,13.052,12.437,11.547,11.572,11.608
16.5,14.71,13.957,12.787,13.088,13.057,12.447,11.546,11.573,11.606
16.6,14.71,13.97,12.779,13.108,13.062,12.457,11.544,11.574,11.604
16.7,14.71,13.982,12.771,13.128,13.067,12.467,11.543,11.576,11.602
16.8,14.71,13.995,12.764,13.148,13.072,12.477,11.542,11.577,11.6
16.9,14.71,14.007,12.757,13.167,13.077,12.486,11.542,11.578,11.598
17,14.71,14.019,12.75,13.186,13.081,12.495,11.541,11.58,11.596
17.1,14.71,14.032,12.744,13.205,13.085,12.504,11.54,11.581,11.594
17.2,14.71,14.044,12.739,13.224,13.089,12.513,11.54,11.583,11.592
17.3,14.71,14.056,12.733,13.241,13.092,12.522,11.539,11.585,11.59
17.4,14.71,14.068,12.729,13.259,13.096,12.53,11.539,11.587,11.589
17.5,14.71,14.08,12.724,13.276,13.099,12.538,11.539,11.588,11.587
17.6,14.71,14.092,12.72,13.293,13.102,12.546,11.539,11.59,11.585
17.7,14.71,14.103,12.717,13.309,13.105,12.554,11.539,11.592,11.584
17.8,14.71,14.115,12.713,13.325,13.107,12.561,11.539,11.594,11.582
17.9,14.71,14.126,12.71,13.341,13.11,12.568,11.54,11.596,11.58
18,14.71,14.137,12.708,13.356,13.112,12.575,11.54,11.599,11.579
18.1,14.71,14.148,12.705,13.37,13.114,12.582,11.541,11.601,11.577
18.2,14.71,14.159,12.703,13.384,13.115,12.589,11.541,11.603,11.576
18.3,14.71,14.17,12.702,13.398,13.117,12.595,11.542,11.605,11.574
18.4,14.71,14.18,12.7,13.411,13.118,12.601,11.543,11.608,11.573
18.5,14.71,14.191,12.699,13.424,13.119,12.607,11.544,11.61,11.571
18.6,14.71,14.201,12.698,13.436,13.12,12.613,11.546,11.613,11.57
18.7,14.71,14.211,12.698,13.448,13.121,12.618,11.547,11.615,11.569
18.8,14.71,14.221,12.698,13.459,13.121,12.623,11.549,11.618,11.567
18.9,14.71,14.231,12.698,13.47,13.122,12.628,11.551,11.621,11.566
19,14.71,14.24,12.698,13.48,13.122,12.633,11.553,11.623,11.565
19.1,14.71,14.25,12.698,13.49,13.122,12.638,11.555,11.626,11.563
19.2,14.71,14.259,12.699,13.5,13.122,12.642,11.558,11.629,11.562
19.3,14.71,14.268,12.7,13.509,13.121,12.647,11.56,11.632,11.561
19.4,14.71,14.277,12.702,13.518,13.121,12.651,11.563,11.635,11.56
19.5,14.71,14.285,12.703,13.526,13.12,12.655,11.566,11.639,11.559
19.6,14.71,14.294,12.705,13.534,13.119,12.658,11.57,11.642,11.558
19.7,14.71,14.302,12.708,13.541,13.118,12.662,11.573,11.645,11.556
19.8,14.71,14.311,12.71,13.548,13.117,12.665,11.577,11.649,11.555
19.9,14.71,14.319,12.713,13.555,13.115,12.668,11.582,11.652,11.554
20,14.71,14.327,12.716,13.562,13.113,12.671,11.586,11.656,11.553
20.1,14.71,14.335,12.72,13.568,13.111,12.674,11.591,11.659,11.552
20.2,14.71,14.343,12.723,13.573,13.109,12.676,11.596,11.663,11.552
20.3,14.71,14.351,12.728,13.579,13.107,12.679,11.601,11.667,11.551
20.4,14.71,14.358,12.732,13.584,13.105,12.681,11.607,11.671,11.55
20.5,14.71,14.366,12.737,13.589,13.102,12.683,11.613,11.675,11.549
20.6,14.71,14.374,12.742,13.593,13.099,12.685,11.62,11.679,11.548
20.7,14.71,14.381,12.748,13.597,13.096,12.687,11.626,11.683,11.547
20.8,14.71,14.389,12.754,13.601,13.093,12.689,11.633,11.687,11.547
20.9,14.71,14.396,12.761,13.605,13.09,12.69,11.641,11.692,11.546
21,14.71,14.403,12.768,13.608,13.087,12.692,11.649,11.696,11.545
21.1,14.71,14.411,12.776,13.612,13.083,12.693,11.657,11.701,11.545
21.2,14.71,14.418,12.784,13.615,13.08,12.694,11.665,11.706,11.544
21.3,14.71,14.425,12.792,13.617,13.076,12.695,11.674,11.71,11.544
21.4,14.71,14.433,12.801,13.62,13.072,12.696,11.683,11.715,11.543
21.5,14.71,14.44,12.811,13.622,13.068,12.697,11.693,11.72,11.543
21.6,14.71,14.447,12.821,13.625,13.063,12.698,11.702,11.725,11.542
21.7,14.71,14.454,12.831,13.627,13.059,12.698,11.712,11.73,11.542
21.8,14.71,14.461,12.843,13.628,13.055,12.699,11.723,11.736,11.541
21.9,14.71,14.468,12.855,13.63,13.05,12.699,11.734,11.741,11.541
22,14.71,14.475,12.867,13.632,13.045,12.7,11.745,11.746,11.541
22.1,14.71,14.482,12.88,13.633,13.04,12.7,11.756,11.752,11.54
22.2,14.71,14.489,12.893,13.635,13.035,12.7,11.767,11.757,11.54
22.3,14.71,14.496,12.908,13.636,13.03,12.701,11.779,11.763,11.54
22.4,14.71,14.503,12.922,13.637,13.025,12.701,11.791,11.768,11.54
22.5,14.71,14.509,12.938,13.638,13.02,12.701,11.804,11.774,11.54
22.6,14.71,14.516,12.954,13.639,13.015,12.701,11.816,11.78,11.54
22.7,14.71,14.522,12.97,13.639,13.009,12.7,11.829,11.785,11.54
22.8,14.71,14.528,12.988,13.64,13.003,12.7,11.842,11.791,11.54
22.9,14.71,14.535,13.005,13.641,12.998,12.7,11.855,11.797,11.54
23,14.71,14.541,13.024,13.641,12.992,12.7,11.868,11.803,11.54
23.1,14.71,14.546,13.042,13.642,12.986,12.699,11.881,11.809,11.54
23.2,14.71,14.552,13.062,13.642,12.98,12.699,11.894,11.815,11.54
23.3,14.71,14.558,13.082,13.642,12.973,12.698,11.907,11.821,11.54
23.4,14.71,14.563,13.102,13.642,12.967,12.698,11.921,11.827,11.54
23.5,14.71,14.568,13.123,13.642,12.96,12.697,11.934,11.833,11.541
23.6,14.71,14.573,13.144,13.642,12.954,12.696,11.948,11.839,11.541
23.7,14.71,14.577,13.165,13.642,12.947,12.695,11.961,11.844,11.541
23.8,14.71,14.582,13.187,13.642,12.94,12.695,11.974,11.85,11.542
23.9,14.71,14.586,13.21,13.642,12.932,12.694,11.988,11.856,11.542
24,14.71,14.59,13.232,13.641,12.925,12.693,12.001,11.862,11.543
24.1,14.71,14.594,13.255,13.641,12.917,12.691,12.014,11.868,11.543
24.2,14.71,14.597,13.278,13.64,12.909,12.69,12.027,11.874,11.544
24.3,14.71,14.6,13.302,13.64,12.901,12.689,12.04,11.88,11.545
24.4,14.71,14.603,13.325,13.639,12.893,12.687,12.053,11.885,11.545
24.5,14.71,14.605,13.349,13.638,12.884,12.686,12.066,11.891,11.546
24.6,14.71,14.607,13.373,13.637,12.875,12.684,12.078,11.897,11.547
24.7,14.71,14.609,13.396,13.636,12.866,12.682,12.091,11.902,11.547
24.8,14.71,14.611,13.42,13.634,12.857,12.68,12.103,11.908,11.548
24.9,14.71,14.612,13.444,13.633,12.847,12.678,12.115,11.913,11.549
25,14.71,14.613,13.468,13.631,12.838,12.676,12.127,11.919,11.55
25.1,14.71,14.614,13.491,13.63,12.828,12.674,12.139,11.924,11.551
25.2,14.71,14.614,13.515,13.628,12.817,12.672,12.15,11.929,11.552
25.3,14.71,14.614,13.538,13.626,12.807,12.669,12.161,11.935,11.553
25.4,14.71,14.613,13.561,13.623,12.796,12.666,12.172,11.94,11.554
25.5,14.71,14.613,13.584,13.621,12.785,12.664,12.183,11.945,11.555
25.6,14.71,14.611,13.607,13.618,12.774,12.661,12.194,11.95,11.557
25.7,14.71,14.61,13.629,13.615,12.763,12.657,12.204,11.955,11.558
25.8,14.71,14.608,13.651,13.612,12.751,12.654,12.214,11.96,11.559
25.9,14.71,14.606,13.673,13.608,12.739,12.65,12.224,11.964,11.56
26,14.71,14.603,13.694,13.605,12.727,12.647,12.234,11.969,11.562
26.1,14.71,14.6,13.715,13.601,12.715,12.643,12.243,11.974,11.563
26.2,14.71,14.597,13.735,13.596,12.702,12.639,12.253,11.978,11.565
26.3,14.71,14.593,13.755,13.592,12.69,12.635,12.262,11.982,11.566
26.4,14.71,14.589,13.775,13.587,12.677,12.63,12.27,11.987,11.568
26.5,14.71,14.584,13.794,13.581,12.664,12.625,12.279,11.991,11.569
26.6,14.71,14.58,13.812,13.576,12.651,12.621,12.287,11.995,11.571
26.7,14.71,14.574,13.831,13.569,12.638,12.616,12.295,11.999,11.572
26.8,14.71,14.568,13.848,13.563,12.625,12.61,12.303,12.003,11.574
26.9,14.71,14.562,13.865,13.556,12.612,12.605,12.31,12.007,11.576
27,14.71,14.556,13.882,13.549,12.598,12.599,12.318,12.011,11.577
27.1,14.71,14.549,13.898,13.541,12.585,12.593,12.325,12.014,11.579
27.2,14.71,14.541,13.913,13.532,12.572,12.587,12.332,12.018,11.581
27.3,14.71,14.533,13.928,13.523,12.558,12.581,12.338,12.021,11.583
27.4,14.71,14.525,13.942,13.514,12.545,12.574,12.345,12.025,11.585
27.5,14.71,14.516,13.956,13.504,12.531,12.567,12.351,12.028,11.587
27.6,14.71,14.507,13.97,13.494,12.518,12.56,12.357,12.031,11.588
27.7,14.71,14.497,13.982,13.483,12.505,12.553,12.363,12.034,11.59
27.8,14.71,14.487,13.994,13.471,12.492,12.545,12.369,12.037,11.592
27.9,14.71,14.476,14.006,13.459,12.478,12.538,12.374,12.04,11.594
28,14.71,14.465,14.017,13.446,12.465,12.53,12.379,12.043,11.597
28.1,14.71,14.453,14.028,13.433,12.452,12.522,12.384,12.045,11.599
28.2,14.71,14.441,14.038,13.419,12.44,12.513,12.389,12.048,11.601
28.3,14.71,14.428,14.048,13.404,12.427,12.505,12.394,12.05,11.603
28.4,14.71,14.415,14.057,13.389,12.414,12.496,12.398,12.052,11.605
28.5,14.71,14.401,14.066,13.373,12.402,12.487,12.402,12.055,11.607
28.6,14.71,14.387,14.074,13.357,12.39,12.478,12.407,12.057,11.609
28.7,14.71,14.372,14.082,13.34,12.378,12.468,12.41,12.059,11.612
28.8,14.71,14.357,14.089,13.322,12.366,12.459,12.414,12.061,11.614
28.9,14.71,14.341,14.096,13.304,12.354,12.449,12.418,12.063,11.616
29,14.71,14.324,14.102,13.286,12.343,12.439,12.421,12.064,11.618
29.1,14.71,14.307,14.109,13.267,12.332,12.429,12.425,12.066,11.621
29.2,14.71,14.29,14.114,13.247,12.321,12.419,12.428,12.068,11.623
29.3,14.71,14.272,14.12,13.227,12.31,12.409,12.431,12.069,11.625
29.4,14.71,14.253,14.125,13.207,12.299,12.398,12.434,12.07,11.628
29.5,14.71,14.234,14.129,13.186,12.289,12.388,12.436,12.072,11.63
29.6,14.71,14.215,14.134,13.165,12.279,12.377,12.439,12.073,11.632
29.7,14.71,14.195,14.138,13.144,12.269,12.367,12.441,12.074,11.635
29.8,14.71,14.175,14.142,13.122,12.26,12.356,12.444,12.075,11.637
29.9,14.71,14.154,14.145,13.1,12.25,12.345,12.446,12.075,11.639
30,14.71,14.133,14.148,13.078,12.241,12.334,12.448,12.076,11.642
30.1,14.71,14.112,14.151,13.056,12.233,12.323,12.45,12.077,11.644
30.2,14.71,14.091,14.154,13.034,12.224,12.312,12.452,12.077,11.646
30.3,14.71,14.069,14.156,13.011,12.216,12.301,12.453,12.078,11.649
30.4,14.71,14.047,14.158,12.989,12.208,12.29,12.455,12.078,11.651
30.5,14.71,14.025,14.16,12.967,12.2,12.279,12.456,12.078,11.654
30.6,14.71,14.002,14.162,12.945,12.193,12.268,12.457,12.078,11.656
30.7,14.71,13.98,14.163,12.923,12.186,12.257,12.459,12.078,11.658
30.8,14.71,13.957,14.165,12.901,12.179,12.246,12.46,12.078,11.661
30.9,14.71,13.935,14.166,12.879,12.172,12.235,12.461,12.078,11.663
31,14.71,13.912,14.167,12.857,12.166,12.224,12.462,12.078,11.665
31.1,14.71,13.89,14.167,12.836,12.16,12.213,12.462,12.077,11.668
31.2,14.71,13.867,14.168,12.815,12.154,12.202,12.463,12.077,11.67
31.3,14.71,13.845,14.168,12.794,12.149,12.191,12.463,12.076,11.672
31.4,14.71,13.823,14.169,12.774,12.144,12.181,12.464,12.076,11.675
31.5,14.71,13.801,14.169,12.754,12.139,12.17,12.464,12.075,11.677
31.6,14.71,13.78,14.169,12.734,12.134,12.16,12.464,12.074,11.679
31.7,14.71,13.758,14.169,12.715,12.13,12.149,12.464,12.073,11.682
31.8,14.71,13.737,14.168,12.696,12.125,12.139,12.464,12.072,11.684
31.9,14.71,13.716,14.168,12.678,12.122,12.129,12.464,12.071,11.686
32,14.71,13.696,14.167,12.66,12.118,12.119,12.464,12.07,11.689
32.1,14.71,13.676,14.167,12.642,12.115,12.109,12.464,12.068,11.691
32.2,14.71,13.657,14.166,12.625,12.112,12.1,12.463,12.067,11.693
32.3,14.71,13.637,14.165,12.609,12.109,12.09,12.463,12.065,11.695
32.4,14.71,13.619,14.164,12.593,12.106,12.081,12.462,12.064,11.697
32.5,14.71,13.6,14.162,12.577,12.104,12.072,12.461,12.062,11.7
32.6,14.71,13.583,14.161,12.562,12.102,12.063,12.46,12.06,11.702
32.7,14.71,13.566,14.16,12.548,12.1,12.054,12.459,12.058,11.704
32.8,14.71,13.549,14.158,12.534,12.099,12.045,12.458,12.056,11.706
32.9,14.71,13.533,14.156,12.52,12.098,12.037,12.457,12.054,11.708
33,14.71,13.517,14.154,12.507,12.097,12.028,12.455,12.052,11.71
33.1,14.71,13.502,14.152,12.495,12.096,12.02,12.454,12.049,11.712
33.2,14.71,13.487,14.15,12.483,12.096,12.012,12.452,12.047,11.714
33.3,14.71,13.473,14.148,12.471,12.096,12.005,12.45,12.044,11.716
33.4,14.71,13.46,14.145,12.46,12.096,11.997,12.448,12.042,11.718
33.5,14.71,13.447,14.143,12.45,12.097,11.99,12.446,12.039,11.72
33.6,14.71,13.435,14.14,12.44,12.097,11.983,12.444,12.036,11.722
33.7,14.71,13.423,14.137,12.43,12.098,11.976,12.442,12.033,11.724
33.8,14.71,13.412,14.133,12.421,12.1,11.969,12.439,12.03,11.725
33.9,14.71,13.401,14.13,12.413,12.101,11.963,12.436,12.027,11.727
34,14.71,13.391,14.126,12.404,12.103,11.956,12.434,12.024,11.729
34.1,14.71,13.382,14.122,12.396,12.105,11.95,12.431,12.021,11.731
34.2,14.71,13.372,14.118,12.389,12.108,11.944,12.428,12.018,11.732
34.3,14.71,13.364,14.114,12.382,12.111,11.939,12.424,12.014,11.734
34.4,14.71,13.356,14.109,12.376,12.114,11.933,12.421,12.011,11.736
34.5,14.71,13.348,14.105,12.369,12.117,11.928,12.417,12.007,11.737
34.6,14.71,13.341,14.099,12.364,12.121,11.923,12.414,12.004,11.739
34.7,14.71,13.335,14.094,12.358,12.125,11.918,12.41,12,11.74
34.8,14.71,13.329,14.088,12.353,12.129,11.913,12.406,11.996,11.742
34.9,14.71,13.323,14.082,12.348,12.134,11.909,12.401,11.992,11.743
