t(s),P=100mmHg,P=110mmHg,P=120mmHg,P=130mmHg,P=140mmHg,P =150mmHg,P = 160mmHg,P =170mmHg,P=180mmHg
150.6,32.326,26.946,31.944,25.216,25.691,29.417,33.984,31.708,34.907
150.7,32.326,27.093,31.765,25.198,25.717,29.316,34.086,31.747,34.906
150.8,32.326,27.247,31.587,25.182,25.745,29.217,34.188,31.787,34.906
150.9,32.326,27.407,31.411,25.169,25.776,29.118,34.289,31.827,34.905
151,32.326,27.573,31.237,25.158,25.81,29.022,34.389,31.868,34.904
151.1,32.326,27.744,31.065,25.151,25.846,28.926,34.487,31.909,34.904
151.2,32.326,27.922,30.894,25.146,25.885,28.832,34.584,31.95,34.903
151.3,32.326,28.106,30.725,25.143,25.926,28.74,34.68,31.992,34.902
151.4,32.326,28.296,30.558,25.143,25.971,28.648,34.775,32.034,34.902
151.5,32.326,28.492,30.393,25.146,26.018,28.559,34.868,32.076,34.901
151.6,32.326,28.695,30.23,25.152,26.067,28.471,34.959,32.119,34.9
151.7,32.326,28.903,30.069,25.16,26.12,28.384,35.049,32.162,34.899
151.8,32.326,29.117,29.91,25.171,26.175,28.299,35.137,32.205,34.899
151.9,32.326,29.337,29.753,25.185,26.233,28.216,35.224,32.248,34.898
152,32.326,29.562,29.597,25.201,26.294,28.134,35.308,32.292,34.897
152.1,32.326,29.794,29.444,25.221,26.358,28.054,35.391,32.335,34.896
152.2,32.326,30.03,29.293,25.243,26.425,27.975,35.472,32.379,34.895
152.3,32.326,30.273,29.144,25.268,26.495,27.899,35.551,32.423,34.894
152.4,32.326,30.52,28.997,25.295,26.568,27.823,35.627,32.468,34.893
152.5,32.326,30.773,28.852,25.326,26.643,27.75,35.702,32.512,34.892
152.6,32.326,31.031,28.71,25.359,26.722,27.678,35.774,32.556,34.891
152.7,32.326,31.294,28.569,25.396,26.804,27.608,35.844,32.601,34.89
152.8,32.326,31.561,28.431,25.436,26.889,27.54,35.912,32.645,34.889
152.9,32.326,31.833,28.295,25.478,26.977,27.474,35.977,32.69,34.888
153,32.326,32.11,28.162,25.524,27.069,27.409,36.04,32.734,34.887
153.1,32.326,32.391,28.031,25.573,27.163,27.346,36.1,32.779,34.886
153.2,32.326,32.675,27.902,25.625,27.261,27.286,36.158,32.823,34.885
153.3,32.326,32.964,27.775,25.68,27.362,27.226,36.214,32.868,34.884
153.4,32.326,33.256,27.651,25.738,27.466,27.169,36.266,32.912,34.882
153.5,32.326,33.551,27.53,25.8,27.573,27.114,36.317,32.956,34.881
153.6,32.326,33.85,27.411,25.865,27.684,27.06,36.364,33,34.88
153.7,32.326,34.152,27.294,25.934,27.797,27.009,36.409,33.044,34.879
153.8,32.326,34.457,27.18,26.006,27.914,26.959,36.451,33.088,34.878
153.9,32.326,34.764,27.069,26.082,28.034,26.911,36.49,33.132,34.876
154,32.326,35.073,26.96,26.161,28.158,26.865,36.527,33.175,34.875
154.1,32.326,35.385,26.854,26.244,28.284,26.821,36.561,33.218,34.874
154.2,32.326,35.698,26.75,26.331,28.414,26.779,36.592,33.261,34.872
154.3,32.326,36.014,26.649,26.421,28.547,26.739,36.62,33.304,34.871
154.4,32.326,36.33,26.551,26.515,28.683,26.701,36.646,33.346,34.87
154.5,32.326,36.648,26.456,26.614,28.822,26.665,36.668,33.388,34.868
154.6,32.326,36.966,26.363,26.716,28.964,26.631,36.688,33.43,34.867
154.7,32.326,37.285,26.273,26.822,29.11,26.599,36.705,33.471,34.866
154.8,32.326,37.604,26.186,26.932,29.258,26.569,36.719,33.512,34.864
154.9,32.326,37.923,26.102,27.046,29.409,26.541,36.731,33.552,34.863
155,32.326,38.241,26.021,27.164,29.564,26.515,36.739,33.593,34.862
155.1,32.326,38.559,25.942,27.286,29.721,26.491,36.745,33.632,34.86
155.2,32.326,38.875,25.866,27.413,29.881,26.469,36.748,33.671,34.859
155.3,32.326,39.19,25.794,27.543,30.044,26.449,36.748,33.71,34.857
155.4,32.326,39.503,25.724,27.678,30.21,26.431,36.746,33.748,34.856
155.5,32.326,39.814,25.657,27.817,30.378,26.415,36.741,33.786,34.854
155.6,32.326,40.122,25.593,27.96,30.549,26.401,36.733,33.823,34.853
155.7,32.326,40.426,25.532,28.107,30.722,26.389,36.722,33.86,34.852
155.8,32.326,40.727,25.474,28.258,30.898,26.379,36.709,33.896,34.85
155.9,32.326,41.024,25.418,28.414,31.076,26.371,36.693,33.931,34.849
156,32.326,41.316,25.366,28.573,31.256,26.366,36.674,33.966,34.847
156.1,32.326,41.602,25.317,28.737,31.439,26.362,36.653,34,34.846
156.2,32.326,41.884,25.27,28.905,31.623,26.361,36.63,34.034,34.844
156.3,32.326,42.159,25.227,29.077,31.81,26.361,36.604,34.067,34.843
156.4,32.326,42.427,25.187,29.253,31.998,26.364,36.575,34.099,34.841
156.5,32.326,42.688,25.149,29.432,32.188,26.369,36.545,34.13,34.84
156.6,32.326,42.942,25.115,29.616,32.38,26.376,36.511,34.161,34.838
156.7,32.326,43.187,25.083,29.804,32.573,26.385,36.476,34.191,34.837
156.8,32.326,43.424,25.054,29.995,32.767,26.396,36.438,34.22,34.835
156.9,32.326,43.651,25.029,30.19,32.963,26.41,36.398,34.249,34.834
157,32.326,43.869,25.006,30.389,33.159,26.425,36.355,34.276,34.832
157.1,32.326,44.076,24.986,30.591,33.357,26.443,36.311,34.303,34.831
157.2,32.326,44.274,24.969,30.796,33.555,26.463,36.264,34.329,34.829
157.3,32.326,44.46,24.955,31.005,33.754,26.485,36.216,34.354,34.828
157.4,32.326,44.635,24.944,31.217,33.954,26.51,36.165,34.379,34.826
157.5,32.326,44.798,24.936,31.433,34.153,26.536,36.113,34.403,34.825
157.6,32.326,44.949,24.931,31.651,34.353,26.565,36.058,34.425,34.823
157.7,32.326,45.088,24.929,31.872,34.553,26.596,36.002,34.447,34.822
157.8,32.326,45.215,24.93,32.096,34.752,26.629,35.944,34.468,34.82
157.9,32.326,45.329,24.934,32.322,34.951,26.665,35.884,34.488,34.819
158,32.326,45.43,24.941,32.551,35.149,26.702,35.822,34.508,34.818
158.1,32.326,45.518,24.951,32.782,35.346,26.742,35.759,34.526,34.816
158.2,32.326,45.594,24.964,33.016,35.543,26.785,35.694,34.543,34.815
158.3,32.326,45.656,24.98,33.251,35.738,26.829,35.627,34.56,34.813
158.4,32.326,45.705,24.999,33.488,35.931,26.876,35.559,34.575,34.812
158.5,32.326,45.741,25.021,33.727,36.123,26.926,35.49,34.59,34.81
158.6,32.326,45.765,25.047,33.967,36.313,26.977,35.419,34.604,34.809
158.7,32.326,45.776,25.076,34.209,36.5,27.031,35.347,34.617,34.808
158.8,32.326,45.774,25.107,34.451,36.686,27.087,35.273,34.628,34.806
158.9,32.326,45.76,25.143,34.695,36.868,27.146,35.198,34.639,34.805
159,32.326,45.734,25.181,34.939,37.048,27.207,35.122,34.649,34.803
159.1,32.326,45.696,25.223,35.183,37.225,27.27,35.045,34.658,34.802
159.2,32.326,45.647,25.268,35.428,37.399,27.336,34.967,34.666,34.801
159.3,32.326,45.586,25.317,35.673,37.569,27.404,34.887,34.673,34.799
159.4,32.326,45.514,25.37,35.917,37.736,27.475,34.807,34.68,34.798
159.5,32.326,45.432,25.426,36.161,37.898,27.548,34.726,34.685,34.797
159.6,32.326,45.34,25.485,36.404,38.057,27.623,34.643,34.689,34.795
159.7,32.326,45.238,25.549,36.646,38.211,27.7,34.56,34.692,34.794
159.8,32.326,45.126,25.617,36.886,38.361,27.781,34.476,34.695,34.793
159.9,32.326,45.006,25.688,37.125,38.506,27.863,34.391,34.696,34.791
160,32.326,44.877,25.763,37.362,38.646,27.948,34.306,34.696,34.79
160.1,32.326,44.739,25.843,37.597,38.781,28.035,34.219,34.696,34.789
160.2,32.326,44.594,25.927,37.829,38.911,28.124,34.133,34.694,34.788
160.3,32.326,44.441,26.015,38.058,39.035,28.216,34.045,34.692,34.787
160.4,32.326,44.281,26.107,38.285,39.154,28.31,33.957,34.689,34.785
160.5,32.326,44.115,26.204,38.507,39.267,28.407,33.868,34.684,34.784
160.6,32.326,43.942,26.306,38.726,39.375,28.506,33.779,34.679,34.783
160.7,32.326,43.764,26.412,38.941,39.476,28.607,33.69,34.673,34.782
160.8,32.326,43.58,26.522,39.152,39.572,28.71,33.6,34.666,34.781
160.9,32.326,43.391,26.638,39.358,39.661,28.816,33.51,34.658,34.78
161,32.326,43.197,26.758,39.559,39.744,28.924,33.419,34.649,34.778
161.1,32.326,42.998,26.883,39.754,39.821,29.034,33.328,34.639,34.777
161.2,32.326,42.796,27.013,39.944,39.891,29.147,33.237,34.629,34.776
161.3,32.326,42.59,27.148,40.128,39.955,29.261,33.146,34.617,34.775
161.4,32.326,42.38,27.288,40.306,40.012,29.378,33.054,34.605,34.774
161.5,32.326,42.167,27.434,40.477,40.063,29.497,32.963,34.592,34.773
161.6,32.326,41.951,27.584,40.642,40.107,29.617,32.871,34.578,34.772
161.7,32.326,41.733,27.739,40.8,40.145,29.74,32.779,34.563,34.771
161.8,32.326,41.512,27.9,40.95,40.176,29.865,32.687,34.547,34.77
161.9,32.326,41.289,28.066,41.093,40.201,29.992,32.596,34.531,34.769
162,32.326,41.065,28.237,41.229,40.219,30.12,32.504,34.513,34.768
162.1,32.326,40.839,28.413,41.356,40.231,30.251,32.412,34.495,34.768
162.2,32.326,40.611,28.594,41.476,40.236,30.383,32.321,34.476,34.767
162.3,32.326,40.382,28.78,41.587,40.235,30.517,32.23,34.457,34.766
162.4,32.326,40.153,28.971,41.69,40.228,30.653,32.139,34.436,34.765
162.5,32.326,39.922,29.167,41.785,40.215,30.79,32.048,34.415,34.764
162.6,32.326,39.691,29.368,41.871,40.195,30.929,31.957,34.393,34.763
162.7,32.326,39.46,29.574,41.948,40.17,31.069,31.867,34.371,34.763
162.8,32.326,39.228,29.785,42.017,40.139,31.211,31.777,34.347,34.762
162.9,32.326,38.997,30.001,42.078,40.101,31.354,31.687,34.323,34.761
163,32.326,38.765,30.221,42.129,40.059,31.498,31.598,34.298,34.76
163.1,32.326,38.533,30.445,42.172,40.01,31.644,31.509,34.273,34.76
163.2,32.326,38.302,30.674,42.206,39.957,31.79,31.42,34.247,34.759
163.3,32.326,38.071,30.907,42.231,39.898,31.938,31.333,34.221,34.758
163.4,32.326,37.841,31.145,42.248,39.833,32.087,31.245,34.193,34.758
163.5,32.326,37.612,31.386,42.256,39.764,32.236,31.158,34.165,34.757
163.6,32.326,37.383,31.632,42.256,39.69,32.386,31.072,34.137,34.757
163.7,32.326,37.155,31.881,42.248,39.611,32.537,30.986,34.108,34.756
163.8,32.326,36.928,32.134,42.231,39.528,32.688,30.901,34.078,34.756
163.9,32.326,36.702,32.39,42.206,39.44,32.84,30.816,34.048,34.755
164,32.326,36.477,32.649,42.174,39.348,32.992,30.732,34.018,34.755
164.1,32.326,36.253,32.912,42.133,39.252,33.144,30.649,33.986,34.754
164.2,32.326,36.03,33.177,42.085,39.152,33.297,30.567,33.955,34.754
164.3,32.326,35.809,33.446,42.03,39.048,33.449,30.485,33.923,34.753
164.4,32.326,35.589,33.717,41.967,38.94,33.601,30.404,33.89,34.753
164.5,32.326,35.37,33.99,41.898,38.829,33.753,30.324,33.857,34.752
164.6,32.326,35.153,34.265,41.821,38.714,33.905,30.245,33.823,34.752
164.7,32.326,34.937,34.543,41.738,38.597,34.056,30.166,33.789,34.752
164.8,32.326,34.723,34.822,41.649,38.476,34.206,30.088,33.755,34.751
164.9,32.326,34.51,35.103,41.553,38.352,34.356,30.012,33.72,34.751
165,32.326,34.299,35.385,41.452,38.225,34.505,29.936,33.685,34.751
165.1,32.326,34.09,35.668,41.345,38.096,34.653,29.861,33.65,34.751
165.2,32.326,33.882,35.952,41.232,37.965,34.799,29.787,33.614,34.75
165.3,32.326,33.676,36.236,41.114,37.831,34.944,29.714,33.578,34.75
165.4,32.326,33.471,36.521,40.991,37.694,35.088,29.642,33.541,34.75
165.5,32.326,33.268,36.806,40.864,37.556,35.231,29.571,33.505,34.75
165.6,32.326,33.068,37.09,40.731,37.415,35.371,29.502,33.468,34.75
165.7,32.326,32.868,37.374,40.595,37.273,35.51,29.433,33.431,34.75
165.8,32.326,32.671,37.657,40.454,37.129,35.646,29.365,33.393,34.75
165.9,32.326,32.476,37.939,40.309,36.984,35.781,29.299,33.355,34.75
166,32.326,32.282,38.219,40.16,36.837,35.913,29.233,33.317,34.749
166.1,32.326,32.09,38.497,40.008,36.688,36.043,29.169,33.279,34.749
166.2,32.326,31.9,38.772,39.853,36.539,36.17,29.106,33.241,34.749
166.3,32.326,31.712,39.045,39.695,36.388,36.295,29.044,33.202,34.749
166.4,32.326,31.526,39.316,39.534,36.236,36.417,28.983,33.164,34.749
166.5,32.326,31.342,39.582,39.37,36.083,36.536,28.924,33.125,34.75
166.6,32.326,31.16,39.845,39.203,35.93,36.651,28.866,33.086,34.75
166.7,32.326,30.98,40.103,39.034,35.775,36.764,28.809,33.047,34.75
166.8,32.326,30.802,40.357,38.863,35.62,36.873,28.753,33.008,34.75
166.9,32.326,30.626,40.606,38.69,35.465,36.979,28.699,32.969,34.75
167,32.326,30.452,40.849,38.515,35.309,37.082,28.646,32.93,34.75
167.1,32.326,30.28,41.087,38.339,35.152,37.181,28.594,32.891,34.75
167.2,32.326,30.11,41.318,38.161,34.996,37.276,28.544,32.851,34.751
167.3,32.326,29.942,41.542,37.982,34.839,37.367,28.495,32.812,34.751
167.4,32.326,29.776,41.76,37.801,34.682,37.454,28.447,32.773,34.751
167.5,32.326,29.613,41.97,37.619,34.524,37.538,28.401,32.734,34.751
167.6,32.326,29.452,42.172,37.437,34.367,37.617,28.356,32.694,34.752
167.7,32.326,29.293,42.366,37.253,34.21,37.692,28.313,32.655,34.752
167.8,32.326,29.136,42.551,37.069,34.053,37.763,28.271,32.616,34.752
167.9,32.326,28.981,42.727,36.885,33.897,37.83,28.231,32.577,34.752
168,32.326,28.829,42.895,36.7,33.74,37.892,28.192,32.538,34.753
168.1,32.326,28.679,43.052,36.514,33.584,37.95,28.154,32.5,34.753
168.2,32.326,28.531,43.2,36.329,33.429,38.004,28.118,32.461,34.754
168.3,32.326,28.386,43.338,36.143,33.273,38.053,28.084,32.422,34.754
168.4,32.326,28.243,43.466,35.957,33.119,38.098,28.051,32.384,34.754
168.5,32.326,28.103,43.583,35.771,32.965,38.138,28.02,32.346,34.755
168.6,32.326,27.965,43.69,35.586,32.811,38.174,27.99,32.308,34.755
168.7,32.326,27.83,43.786,35.401,32.658,38.205,27.961,32.27,34.756
168.8,32.326,27.697,43.871,35.216,32.506,38.232,27.935,32.232,34.756
168.9,32.326,27.567,43.946,35.031,32.355,38.255,27.909,32.195,34.757
169,32.326,27.439,44.009,34.847,32.204,38.272,27.886,32.158,34.757
169.1,32.326,27.314,44.062,34.663,32.054,38.286,27.864,32.121,34.758
169.2,32.326,27.192,44.104,34.48,31.906,38.295,27.843,32.084,34.758
169.3,32.326,27.072,44.135,34.298,31.758,38.299,27.825,32.048,34.759
169.4,32.326,26.955,44.155,34.116,31.611,38.299,27.808,32.012,34.76
169.5,32.326,26.841,44.164,33.935,31.465,38.295,27.792,31.976,34.76
169.6,32.326,26.73,44.163,33.755,31.32,38.286,27.778,31.941,34.761
169.7,32.326,26.621,44.152,33.576,31.176,38.274,27.766,31.905,34.761
169.8,32.326,26.516,44.131,33.398,31.034,38.257,27.755,31.871,34.762
169.9,32.326,26.413,44.099,33.221,30.893,38.235,27.746,31.836,34.763
170,32.326,26.313,44.058,33.045,30.752,38.21,27.739,31.802,34.763
170.1,32.326,26.217,44.007,32.87,30.614,38.181,27.734,31.768,34.764
170.2,32.326,26.123,43.947,32.696,30.476,38.148,27.73,31.735,34.765
170.3,32.326,26.032,43.878,32.524,30.34,38.11,27.727,31.702,34.765
170.4,32.326,25.944,43.8,32.352,30.205,38.069,27.727,31.67,34.766
170.5,32.326,25.86,43.713,32.182,30.071,38.025,27.728,31.638,34.767
170.6,32.326,25.778,43.619,32.014,29.939,37.976,27.731,31.606,34.768
170.7,32.326,25.7,43.516,31.846,29.808,37.925,27.736,31.575,34.768
170.8,32.326,25.624,43.406,31.68,29.679,37.869,27.742,31.544,34.769
170.9,32.326,25.552,43.289,31.515,29.552,37.81,27.75,31.514,34.77
171,32.326,25.483,43.165,31.352,29.425,37.748,27.76,31.484,34.771
171.1,32.326,25.417,43.034,31.19,29.301,37.683,27.771,31.455,34.772
171.2,32.326,25.354,42.896,31.03,29.178,37.614,27.784,31.426,34.772
171.3,32.326,25.295,42.753,30.871,29.057,37.543,27.799,31.398,34.773
171.4,32.326,25.238,42.604,30.714,28.937,37.468,27.816,31.37,34.774
171.5,32.326,25.185,42.45,30.559,28.819,37.391,27.835,31.343,34.775
171.6,32.326,25.135,42.29,30.405,28.703,37.311,27.855,31.316,34.776
171.7,32.326,25.089,42.126,30.252,28.589,37.228,27.877,31.29,34.776
171.8,32.326,25.045,41.957,30.102,28.476,37.142,27.9,31.264,34.777
171.9,32.326,25.005,41.783,29.953,28.365,37.054,27.926,31.239,34.778
172,32.326,24.968,41.606,29.806,28.256,36.964,27.953,31.215,34.779
172.1,32.326,24.934,41.425,29.661,28.149,36.871,27.982,31.191,34.78
172.2,32.326,24.903,41.241,29.517,28.044,36.776,28.012,31.167,34.781
172.3,32.326,24.875,41.053,29.376,27.941,36.679,28.045,31.145,34.782
172.4,32.326,24.851,40.863,29.236,27.84,36.58,28.079,31.123,34.782
172.5,32.326,24.83,40.67,29.098,27.74,36.479,28.115,31.101,34.783
172.6,32.326,24.812,40.474,28.962,27.643,36.375,28.152,31.08,34.784
172.7,32.326,24.798,40.276,28.828,27.548,36.271,28.191,31.06,34.785
172.8,32.326,24.786,40.076,28.696,27.454,36.164,28.233,31.041,34.786
172.9,32.326,24.778,39.874,28.566,27.363,36.056,28.275,31.022,34.787
173,32.326,24.773,39.671,28.439,27.274,35.946,28.32,31.003,34.788
173.1,32.326,24.772,39.466,28.313,27.187,35.835,28.366,30.986,34.789
173.2,32.326,24.773,39.26,28.189,27.102,35.723,28.414,30.969,34.79
173.3,32.326,24.778,39.053,28.068,27.02,35.609,28.463,30.953,34.791
173.4,32.326,24.786,38.845,27.948,26.939,35.494,28.515,30.937,34.792
173.5,32.326,24.798,38.636,27.831,26.861,35.378,28.568,30.922,34.792
173.6,32.326,24.813,38.426,27.716,26.785,35.26,28.622,30.908,34.793
173.7,32.326,24.831,38.216,27.603,26.711,35.142,28.679,30.894,34.794
173.8,32.326,24.853,38.006,27.493,26.639,35.023,28.737,30.882,34.795
173.9,32.326,24.878,37.796,27.385,26.57,34.903,28.796,30.87,34.796
174,32.326,24.906,37.585,27.279,26.502,34.782,28.858,30.858,34.797
174.1,32.326,24.938,37.375,27.176,26.438,34.661,28.92,30.847,34.798
174.2,32.326,24.974,37.164,27.075,26.375,34.539,28.985,30.838,34.799
174.3,32.326,25.013,36.954,26.976,26.315,34.416,29.051,30.828,34.8
174.4,32.326,25.056,36.744,26.88,26.256,34.293,29.119,30.82,34.801
174.5,32.326,25.103,36.535,26.786,26.201,34.169,29.188,30.812,34.802
174.6,32.326,25.154,36.326,26.695,26.147,34.045,29.258,30.805,34.803
174.7,32.326,25.209,36.118,26.606,26.096,33.921,29.331,30.799,34.803
174.8,32.326,25.268,35.911,26.52,26.047,33.796,29.404,30.793,34.804
174.9,32.326,25.331,35.705,26.436,26.001,33.671,29.48,30.788,34.805
175,32.326,25.398,35.499,26.355,25.957,33.546,29.556,30.784,34.806
175.1,32.326,25.469,35.294,26.277,25.915,33.421,29.635,30.781,34.807
175.2,32.326,25.545,35.09,26.2,25.875,33.296,29.714,30.778,34.808
175.3,32.326,25.626,34.888,26.127,25.838,33.171,29.795,30.777,34.809
175.4,32.326,25.711,34.686,26.056,25.803,33.046,29.877,30.776,34.81
175.5,32.326,25.801,34.485,25.988,25.771,32.921,29.961,30.775,34.811
175.6,32.326,25.896,34.286,25.923,25.741,32.796,30.046,30.776,34.812
175.7,32.326,25.996,34.088,25.86,25.713,32.672,30.132,30.777,34.812
175.8,32.326,26.101,33.892,25.799,25.688,32.547,30.22,30.779,34.813
175.9,32.326,26.212,33.696,25.742,25.665,32.423,30.308,30.782,34.814
176,32.326,26.328,33.502,25.687,25.644,32.3,30.398,30.785,34.815
176.1,32.326,26.449,33.31,25.634,25.625,32.177,30.489,30.789,34.816
176.2,32.326,26.576,33.119,25.585,25.609,32.054,30.581,30.794,34.817
176.3,32.326,26.708,32.929,25.538,25.596,31.931,30.674,30.8,34.818
176.4,32.326,26.846,32.741,25.493,25.584,31.81,30.769,30.806,34.818
176.5,32.326,26.99,32.554,25.451,25.575,31.688,30.864,30.814,34.819
176.6,32.326,27.14,32.37,25.412,25.569,31.568,30.96,30.822,34.82
176.7,32.326,27.296,32.186,25.376,25.565,31.448,31.057,30.83,34.821
176.8,32.326,27.458,32.005,25.342,25.563,31.328,31.155,30.84,34.822
176.9,32.326,27.626,31.825,25.311,25.563,31.21,31.254,30.85,34.822
177,32.326,27.8,31.646,25.283,25.566,31.092,31.354,30.861,34.823
177.1,32.326,27.98,31.47,25.257,25.572,30.975,31.454,30.873,34.824
177.2,32.326,28.167,31.295,25.234,25.579,30.859,31.555,30.885,34.825
177.3,32.326,28.359,31.122,25.213,25.59,30.743,31.656,30.898,34.825
177.4,32.326,28.557,30.951,25.196,25.602,30.629,31.759,30.912,34.826
177.5,32.326,28.762,30.781,25.18,25.617,30.515,31.861,30.927,34.827
177.6,32.326,28.972,30.614,25.168,25.635,30.403,31.965,30.942,34.828
177.7,32.326,29.189,30.448,25.158,25.655,30.291,32.068,30.958,34.828
177.8,32.326,29.411,30.284,25.151,25.678,30.181,32.172,30.974,34.829
177.9,32.326,29.638,30.122,25.146,25.703,30.071,32.277,30.992,34.83
178,32.326,29.872,29.963,25.144,25.73,29.963,32.381,31.01,34.83
178.1,32.326,30.111,29.805,25.145,25.761,29.856,32.486,31.029,34.831
178.2,32.326,30.355,29.649,25.149,25.794,29.75,32.591,31.048,34.832
178.3,32.326,30.605,29.495,25.155,25.829,29.645,32.695,31.068,34.832
178.4,32.326,30.86,29.343,25.163,25.867,29.541,32.8,31.089,34.833
178.5,32.326,31.12,29.193,25.175,25.908,29.439,32.905,31.11,34.834
178.6,32.326,31.384,29.046,25.189,25.951,29.338,33.01,31.133,34.834
178.7,32.326,31.654,28.9,25.206,25.997,29.238,33.114,31.155,34.835
178.8,32.326,31.927,28.757,25.226,26.046,29.139,33.218,31.179,34.836
178.9,32.326,32.206,28.616,25.249,26.098,29.042,33.322,31.203,34.836
179,32.326,32.488,28.477,25.274,26.153,28.946,33.426,31.227,34.837
179.1,32.326,32.774,28.34,25.303,26.21,28.852,33.528,31.252,34.837
179.2,32.326,33.064,28.206,25.334,26.27,28.759,33.631,31.278,34.838
179.3,32.326,33.358,28.074,25.368,26.334,28.668,33.732,31.305,34.838
179.4,32.326,33.654,27.944,25.405,26.4,28.578,33.833,31.332,34.839
179.5,32.326,33.955,27.817,25.445,26.469,28.489,33.934,31.359,34.839
179.6,32.326,34.258,27.692,25.489,26.541,28.402,34.033,31.387,34.84
179.7,32.326,34.563,27.57,25.535,26.616,28.317,34.131,31.416,34.84
179.8,32.326,34.871,27.45,25.584,26.694,28.233,34.229,31.445,34.841
179.9,32.326,35.182,27.333,25.637,26.775,28.151,34.325,31.475,34.841
180,32.326,35.494,27.218,25.693,26.859,28.071,34.421,31.505,34.842
180.1,32.326,35.809,27.106,25.752,26.947,27.992,34.515,31.536,34.842
180.2,32.326,36.125,26.996,25.814,27.037,27.915,34.607,31.567,34.843
180.3,32.326,36.442,26.889,25.88,27.131,27.839,34.699,31.599,34.843
180.4,32.326,36.76,26.784,25.95,27.228,27.765,34.789,31.631,34.843
180.5,32.326,37.079,26.683,26.023,27.328,27.693,34.877,31.663,34.844
180.6,32.326,37.398,26.583,26.099,27.431,27.623,34.964,31.697,34.844
180.7,32.326,37.717,26.487,26.179,27.538,27.554,35.049,31.73,34.844
180.8,32.326,38.036,26.394,26.263,27.647,27.487,35.133,31.764,34.845
180.9,32.326,38.354,26.303,26.35,27.76,27.422,35.214,31.798,34.845
181,32.326,38.672,26.215,26.441,27.876,27.359,35.294,31.833,34.845
181.1,32.326,38.988,26.13,26.536,27.996,27.298,35.372,31.868,34.846
181.2,32.326,39.303,26.047,26.635,28.118,27.238,35.448,31.903,34.846
181.3,32.326,39.615,25.968,26.738,28.244,27.181,35.522,31.939,34.846
181.4,32.326,39.925,25.891,26.845,28.373,27.125,35.594,31.975,34.846
181.5,32.326,40.232,25.817,26.956,28.505,27.071,35.664,32.012,34.847
181.6,32.326,40.535,25.747,27.071,28.641,27.019,35.731,32.048,34.847
181.7,32.326,40.835,25.679,27.19,28.779,26.969,35.797,32.085,34.847
181.8,32.326,41.13,25.614,27.313,28.921,26.921,35.86,32.122,34.847
181.9,32.326,41.421,25.552,27.44,29.066,26.874,35.921,32.16,34.847
182,32.326,41.706,25.492,27.571,29.213,26.83,35.979,32.197,34.848
182.1,32.326,41.985,25.436,27.707,29.364,26.788,36.035,32.235,34.848
182.2,32.326,42.258,25.383,27.846,29.518,26.747,36.088,32.273,34.848
182.3,32.326,42.524,25.333,27.99,29.674,26.709,36.139,32.312,34.848
182.4,32.326,42.783,25.285,28.138,29.834,26.672,36.188,32.35,34.848
182.5,32.326,43.034,25.241,28.29,29.996,26.638,36.233,32.389,34.848
182.6,32.326,43.277,25.2,28.447,30.161,26.605,36.277,32.428,34.848
182.7,32.326,43.51,25.161,28.607,30.329,26.575,36.317,32.466,34.848
182.8,32.326,43.735,25.125,28.772,30.499,26.546,36.355,32.505,34.849
182.9,32.326,43.949,25.093,28.94,30.672,26.52,36.391,32.544,34.849
183,32.326,44.153,25.063,29.113,30.847,26.495,36.423,32.583,34.849
183.1,32.326,44.347,25.037,29.29,31.025,26.472,36.453,32.622,34.849
183.2,32.326,44.53,25.013,29.47,31.205,26.452,36.48,32.661,34.849
183.3,32.326,44.701,24.992,29.655,31.387,26.434,36.505,32.701,34.849
183.4,32.326,44.86,24.974,29.843,31.571,26.417,36.527,32.74,34.849
183.5,32.326,45.007,24.959,30.035,31.757,26.403,36.546,32.779,34.849
183.6,32.326,45.142,24.947,30.231,31.945,26.39,36.562,32.818,34.848
183.7,32.326,45.264,24.938,30.43,32.135,26.38,36.576,32.857,34.848
183.8,32.326,45.374,24.932,30.633,32.327,26.372,36.587,32.896,34.848
183.9,32.326,45.471,24.929,30.839,32.52,26.366,36.595,32.934,34.848
184,32.326,45.555,24.929,31.049,32.714,26.362,36.6,32.973,34.848
184.1,32.326,45.626,24.932,31.261,32.91,26.36,36.603,33.011,34.848
184.2,32.326,45.683,24.938,31.477,33.106,26.36,36.603,33.05,34.848
184.3,32.326,45.728,24.947,31.696,33.304,26.363,36.601,33.088,34.848
184.4,32.326,45.76,24.959,31.917,33.502,26.367,36.596,33.126,34.848
184.5,32.326,45.779,24.974,32.142,33.701,26.373,36.588,33.163,34.847
184.6,32.326,45.786,24.992,32.369,33.901,26.382,36.578,33.201,34.847
184.7,32.326,45.78,25.013,32.598,34.101,26.393,36.565,33.238,34.847
184.8,32.326,45.761,25.038,32.83,34.301,26.406,36.549,33.275,34.847
184.9,32.326,45.731,25.065,33.063,34.501,26.421,36.531,33.312,34.847
185,32.326,45.689,25.096,33.299,34.7,26.438,36.511,33.348,34.847
185.1,32.326,45.636,25.13,33.536,34.899,26.458,36.488,33.384,34.846
185.2,32.326,45.571,25.168,33.776,35.098,26.479,36.462,33.419,34.846
185.3,32.326,45.496,25.208,34.016,35.296,26.503,36.435,33.455,34.846
185.4,32.326,45.41,25.253,34.258,35.493,26.529,36.405,33.49,34.846
